iso3c,production,reported_by_fao,year,nutrient,nearest,country_application,method,gapfilled
BRN,38542.701472287066,Yes,2015,P2O5,BRN,232,none,0
TTO,36921.29870283604,Yes,2015,P2O5,TTO,500,none,0
GNQ,35972.30806827545,No,2015,P2O5,500,500,nearest use,1
PRI,28662.257500866424,No,2015,P2O5,2059.46,2059.46,nearest use,1
GUF,26967.58330526948,No,2015,P2O5,2059.46,2059.46,nearest use,1
BWA,24817.926067456105,Yes,2015,P2O5,BWA,2059.46,none,0
GLP,23751.10955373943,No,2015,P2O5,2059.46,2059.46,nearest use,1
DJI,22681.95148062706,No,2015,P2O5,2059.46,2059.46,nearest use,1
GRD,21957.41449737549,No,2015,P2O5,2059.46,2059.46,nearest use,1
SGP,20506.614683747295,No,2015,P2O5,391.56,391.56,nearest use,1
SLB,17624.222730457783,No,2015,P2O5,391.56,391.56,nearest use,1
MTQ,17572.376029849052,No,2015,P2O5,391.56,391.56,nearest use,1
VUT,16904.80774780363,No,2015,P2O5,391.56,391.56,nearest use,1
BHS,16526.3634185791,Yes,2015,P2O5,BHS,391.56,none,0
ISL,8912.380160093307,Yes,2015,P2O5,ISL,3714,none,0
NCL,7881.618533998728,Yes,2015,P2O5,NCL,397,none,0
JEY,6522.582320484483,No,2015,P2O5,116.58,116.58,nearest use,1
BRB,5771.393712043762,Yes,2015,P2O5,BRB,116.58,none,0
GGY,5565.868829096662,Yes,2015,P2O5,GGY,0,none,0
DMA,5268.732059001923,Yes,2015,P2O5,DMA,321.71,none,0
LCA,3284.654992580414,Yes,2015,P2O5,LCA,136.93,none,0
STP,2771.982379555702,No,2015,P2O5,58.4,58.4,nearest use,1
TON,2357.369364261627,Yes,2015,P2O5,TON,58.4,none,0
GUM,2163.8583984375,No,2015,P2O5,58.4,58.4,nearest use,1
BMU,1939.9529418945312,Yes,2015,P2O5,BMU,22.35,none,0
PYF,1880.0881591588259,Yes,2015,P2O5,PYF,179.76,none,0
VCT,1753.1834526062012,No,2015,P2O5,179.76,179.76,nearest use,1
ATG,1300.8822555541992,Yes,2015,P2O5,ATG,10.56,none,0
MSR,597.2594909667969,No,2015,P2O5,13.92,13.92,nearest use,1
FSM,377.7010202407837,No,2015,P2O5,13.92,13.92,nearest use,1
NIU,365.32257080078125,No,2015,P2O5,13.92,13.92,nearest use,1
KIR,362.8517019748688,No,2015,P2O5,13.92,13.92,nearest use,1
PSE,259.6483723522413,No,2015,P2O5,13.92,13.92,nearest use,1
KNA,254.51612854003903,Yes,2015,P2O5,KNA,13.92,none,0
VGB,169.47203826904297,No,2015,P2O5,13.92,13.92,nearest use,1
AND,124.50000250339507,No,2015,P2O5,34.45,34.45,nearest use,1
ESH,124.03519773483276,No,2015,P2O5,34.45,34.45,nearest use,1
WLF,74.63145104050636,No,2015,P2O5,34.45,34.45,nearest use,1
SYC,51.590001583099365,Yes,2015,P2O5,SYC,34.45,none,0
CYM,18.799999237060547,No,2015,P2O5,21.1,21.1,nearest use,1
HKG,7.1721498655297875,No,2015,P2O5,21.1,20.256,nearest use,1
ABW,0,No,2015,P2O5,21.1,21.1,nearest use,1
AIA,0,No,2015,P2O5,21.1,21.1,nearest use,1
ASM,0,No,2015,P2O5,21.1,21.1,nearest use,1
BES,0,No,2015,P2O5,21.1,21.1,nearest use,1
BLM,0,No,2015,P2O5,21.1,21.1,nearest use,1
CCK,0,No,2015,P2O5,21.1,21.1,nearest use,1
COK,0,Yes,2015,P2O5,COK,21.1,none,0
COM,0,No,2015,P2O5,21.1,21.1,nearest use,1
CPV,0,No,2015,P2O5,21.1,21.1,nearest use,1
CUW,0,No,2015,P2O5,21.1,21.1,nearest use,1
FLK,0,No,2015,P2O5,21.1,21.1,nearest use,1
FRO,0,No,2015,P2O5,21.1,18.9689,nearest use,1
GIB,0,No,2015,P2O5,21.1,18.9689,nearest use,1
GRL,0,No,2015,P2O5,21.1,21.1,nearest use,1
IMN,0,No,2015,P2O5,21.1,21.1,nearest use,1
IOT,0,No,2015,P2O5,21.1,21.1,nearest use,1
LIE,0,No,2015,P2O5,21.1,21.1,nearest use,1
MAC,0,No,2015,P2O5,21.1,20.256,nearest use,1
MAF,0,No,2015,P2O5,21.1,21.1,nearest use,1
MCO,0,No,2015,P2O5,21.1,21.1,nearest use,1
MDV,0,Yes,2015,P2O5,MDV,2.94,none,0
MHL,0,No,2015,P2O5,21.1,21.1,nearest use,1
MNP,0,No,2015,P2O5,21.1,21.1,nearest use,1
MYT,0,No,2015,P2O5,21.1,21.1,nearest use,1
NFK,0,No,2015,P2O5,21.1,21.1,nearest use,1
NRU,0,Yes,2015,P2O5,NRU,0,none,0
PCN,0,No,2015,P2O5,21.1,21.1,nearest use,1
PLW,0,No,2015,P2O5,21.1,21.1,nearest use,1
REU,0,No,2015,P2O5,21.1,21.1,nearest use,1
SHN,0,No,2015,P2O5,21.1,21.1,nearest use,1
SJM,0,No,2015,P2O5,21.1,18.9689,nearest use,1
SMR,0,No,2015,P2O5,21.1,21.1,nearest use,1
SPM,0,No,2015,P2O5,21.1,21.1,nearest use,1
SXM,0,No,2015,P2O5,21.1,21.1,nearest use,1
TCA,0,No,2015,P2O5,21.1,21.1,nearest use,1
TKL,0,No,2015,P2O5,21.1,21.1,nearest use,1
TUV,0,No,2015,P2O5,21.1,21.1,nearest use,1
VIR,0,No,2015,P2O5,21.1,21.1,nearest use,1
WSM,0,Yes,2015,P2O5,WSM,7.94,none,0
CHN,2267414909.013471,Yes,2016,P2O5,CHN,11948053.7088,none,0
USA,1685696968.1634908,Yes,2016,P2O5,USA,3790602.1920000003,none,0
IND,1298334009.3600392,Yes,2016,P2O5,IND,6705400,none,0
RUS,393538249.3994526,Yes,2016,P2O5,RUS,500980.066,none,0
DEU,370973013.91670436,Yes,2016,P2O5,DEU,207740.021,none,0
IDN,342701278.9558128,Yes,2016,P2O5,IDN,838157.04,none,0
FRA,331406239.8252842,Yes,2016,P2O5,FRA,368216.915,none,0
PAK,305394562.04671705,Yes,2016,P2O5,PAK,1209145,none,0
AUS,294279917.9619316,Yes,2016,P2O5,AUS,617278.38228,none,0
EGY,276096501.37281895,Yes,2016,P2O5,EGY,226400,none,0
BRA,265053819.25387812,Yes,2016,P2O5,BRA,3948921.7367999996,none,0
THA,250650979.07415372,Yes,2016,P2O5,THA,428378.55,none,0
MEX,244714768.83693212,Yes,2016,P2O5,MEX,502768,none,0
CAN,213816256.9340958,Yes,2016,P2O5,CAN,971000,none,0
ARG,200824807.52287441,Yes,2016,P2O5,ARG,627103.42674,none,0
VNM,175531253.24923196,Yes,2016,P2O5,VNM,824152.16,none,0
UKR,169486497.68667194,Yes,2016,P2O5,UKR,281269.8,none,0
IRN,129910329.12320079,Yes,2016,P2O5,IRN,93949.5858,none,0
ITA,127819881.1273082,Yes,2016,P2O5,ITA,145871.74,none,0
ESP,124586547.10772365,Yes,2016,P2O5,ESP,373061.626,none,0
PHL,122448932.7718554,Yes,2016,P2O5,PHL,157588.36,none,0
BGD,117668736.34127656,Yes,2016,P2O5,BGD,638480,none,0
MYS,113914676.43505079,Yes,2016,P2O5,MYS,168865.39,none,0
GBR,109019734.02652495,Yes,2016,P2O5,GBR,177103,none,0
POL,107416258.81941463,Yes,2016,P2O5,POL,308716.6,none,0
JPN,100319549.95629139,Yes,2016,P2O5,JPN,320162.4,none,0
COL,79846359.37517765,Yes,2016,P2O5,COL,226648.06,none,0
TUR,76049183.09535167,Yes,2016,P2O5,TUR,792490,none,0
NLD,70788056.33485001,Yes,2016,P2O5,NLD,13200.017,none,0
ROU,67355533.9592786,Yes,2016,P2O5,ROU,113443.911,none,0
UZB,66272017.93972518,Yes,2016,P2O5,UZB,221309.48,none,0
GTM,56733102.49160689,Yes,2016,P2O5,GTM,39426.04,none,0
ZAF,56112834.05497494,Yes,2016,P2O5,ZAF,218785,none,0
PER,51883022.74158923,Yes,2016,P2O5,PER,87698.04,none,0
MMR,47367605.74191096,Yes,2016,P2O5,MMR,30878.55,none,0
BLR,47182114.28745654,Yes,2016,P2O5,BLR,75794.488,none,0
DNK,44849307.75908263,Yes,2016,P2O5,DNK,28433.769780000002,none,0
MAR,44230673.90954738,Yes,2016,P2O5,MAR,144240,none,0
PRY,40807672.72664807,Yes,2016,P2O5,PRY,223020.77,none,0
BEL,37881620.430979386,Yes,2016,P2O5,BEL,16862.543,none,0
SWE,37143224.497521594,Yes,2016,P2O5,SWE,26996.071,none,0
ECU,36358870.95008872,Yes,2016,P2O5,ECU,41036.6,none,0
CHL,35358705.215926774,Yes,2016,P2O5,CHL,90134.0206,none,0
HUN,33193416.77833699,Yes,2016,P2O5,HUN,85113.724,none,0
KOR,33154489.12534804,Yes,2016,P2O5,KOR,140979.7,none,0
DZA,32143603.141003493,Yes,2016,P2O5,DZA,58800,none,0
GRC,31918293.246788524,Yes,2016,P2O5,GRC,46670.686,none,0
KAZ,29929723.955679696,Yes,2016,P2O5,KAZ,31544.58,none,0
CZE,29788124.38627481,Yes,2016,P2O5,CZE,42653.954,none,0
PRT,28506095.278970405,Yes,2016,P2O5,PRT,39197.892340000006,none,0
NPL,26876323.37709631,Yes,2016,P2O5,NPL,46826.62,none,0
CUB,26294904.08919849,Yes,2016,P2O5,CUB,19421.55,none,0
GHA,24756986.966226343,Yes,2016,P2O5,GHA,26600,none,0
SRB,22487966.389169283,Yes,2016,P2O5,SRB,73335.8300776325,none,0
NGA,22359247.217234705,Yes,2016,P2O5,NGA,60871.1,none,0
ETH,22181941.102866244,Yes,2016,P2O5,ETH,187525.32,none,0
LVA,20371689.546484135,Yes,2016,P2O5,LVA,22876.853,none,0
SDN,19222229.623063345,Yes,2016,P2O5,SDN,9417.64,none,0
TZA,19013640.007680494,Yes,2016,P2O5,TZA,54640.7,none,0
AUT,18718651.40663913,Yes,2016,P2O5,AUT,27909.8146,none,0
NIC,17610256.38688291,Yes,2016,P2O5,NIC,15619.62,none,0
PRK,17014139.914172295,No,2016,P2O5,15619.62,15619.62,nearest use,1
VEN,15907817.17073627,Yes,2016,P2O5,VEN,100400,none,0
TWN,15451483.585332446,Yes,2016,P2O5,TWN,127887.81,none,0
AZE,14907447.192262892,Yes,2016,P2O5,AZE,501,none,0
CHE,14525092.945975028,Yes,2016,P2O5,CHE,14370.93,none,0
FIN,14055662.784255108,Yes,2016,P2O5,FIN,20249.786210000002,none,0
NZL,13942387.220853884,Yes,2016,P2O5,NZL,28245,none,0
KGZ,13692151.529250788,Yes,2016,P2O5,KGZ,2020.28,none,0
CMR,13637400.23891997,Yes,2016,P2O5,CMR,12895.23,none,0
KHM,13595715.82186319,Yes,2016,P2O5,KHM,24590.03,none,0
CIV,12955457.408819854,Yes,2016,P2O5,CIV,53843.6,none,0
HND,12780212.949240863,Yes,2016,P2O5,HND,34653.49,none,0
SAU,12683449.049103377,Yes,2016,P2O5,SAU,94400,none,0
MLI,12463161.338653237,Yes,2016,P2O5,MLI,59868.99,none,0
LTU,12354101.599334715,Yes,2016,P2O5,LTU,45744.716,none,0
TUN,12035264.377723213,Yes,2016,P2O5,TUN,54900,none,0
MDG,11867310.836907458,Yes,2016,P2O5,MDG,4311.81,none,0
LAO,11740312.049463883,No,2016,P2O5,4311.81,4311.81,nearest use,1
AGO,11316164.06115643,Yes,2016,P2O5,AGO,6554.24,none,0
SVK,11271125.355770351,Yes,2016,P2O5,SVK,21843.003,none,0
LKA,11254375.594190333,Yes,2016,P2O5,LKA,28797.6,none,0
AFG,11103174.046912694,Yes,2016,P2O5,AFG,8991.27,none,0
KEN,10772148.531103551,Yes,2016,P2O5,KEN,129610.23,none,0
NOR,10740117.096851815,Yes,2016,P2O5,NOR,20891,none,0
TKM,10726360.416745638,No,2016,P2O5,20891,20891,nearest use,1
SYR,10559246.660225878,Yes,2016,P2O5,SYR,0,none,0
ISR,10317064.779519146,Yes,2016,P2O5,ISR,5800,none,0
DOM,10152260.896133812,Yes,2016,P2O5,DOM,22221.41,none,0
TJK,9741323.549771942,Yes,2016,P2O5,TJK,1640.18,none,0
YEM,9554599.044593014,Yes,2016,P2O5,YEM,1206.89,none,0
SWZ,9477485.681020593,No,2016,P2O5,1206.89,1206.89,nearest use,1
IRL,9129797.634830145,Yes,2016,P2O5,IRL,101736.14409999999,none,0
MWI,8903642.548293917,Yes,2016,P2O5,MWI,14406.82,none,0
SLV,8782144.894177927,Yes,2016,P2O5,SLV,10788.65,none,0
BOL,8670978.747869343,Yes,2016,P2O5,BOL,10710.55,none,0
MDA,8538527.205399537,Yes,2016,P2O5,MDA,17148.78,none,0
BGR,7926581.878972925,Yes,2016,P2O5,BGR,74278.077,none,0
URY,7816526.595472928,Yes,2016,P2O5,URY,140823.24,none,0
EST,7745325.367166781,Yes,2016,P2O5,EST,7092.211,none,0
IRQ,7661246.997111124,Yes,2016,P2O5,IRQ,37670.88,none,0
HRV,7451541.9081978705,Yes,2016,P2O5,HRV,11903.659,none,0
ZMB,7340673.0285031125,Yes,2016,P2O5,ZMB,38318.15,none,0
ZWE,7083056.152574739,Yes,2016,P2O5,ZWE,39000,none,0
CRI,6996794.074496098,Yes,2016,P2O5,CRI,10723.58,none,0
COD,6643288.819602948,Yes,2016,P2O5,COD,1510.65,none,0
BEN,6277503.905782782,Yes,2016,P2O5,BEN,6850.97,none,0
UGA,6191792.702472046,Yes,2016,P2O5,UGA,2401.27,none,0
ALB,6057152.999387405,Yes,2016,P2O5,ALB,34544.12,none,0
MOZ,5544543.034773104,Yes,2016,P2O5,MOZ,2429.98,none,0
NER,5324185.605239309,Yes,2016,P2O5,NER,155.08,none,0
PNG,5249871.930766702,Yes,2016,P2O5,PNG,1913.24,none,0
ARM,5225264.465244473,Yes,2016,P2O5,ARM,324,none,0
GUY,4954922.981898397,Yes,2016,P2O5,GUY,6534.23,none,0
SEN,4899747.942125075,Yes,2016,P2O5,SEN,16033.77,none,0
HTI,4721179.39972458,No,2016,P2O5,16033.77,16033.77,nearest use,1
BIH,4210665.446934637,Yes,2016,P2O5,BIH,11557.82,none,0
BFA,3923855.232149631,Yes,2016,P2O5,BFA,30393.64,none,0
JOR,3895682.771797947,Yes,2016,P2O5,JOR,918,none,0
LBN,3502117.49785091,Yes,2016,P2O5,LBN,6700,none,0
MUS,3487113.817627549,Yes,2016,P2O5,MUS,4302.93,none,0
ARE,3460651.270073656,Yes,2016,P2O5,ARE,4150.96,none,0
LBY,3425715.4297097246,Yes,2016,P2O5,LBY,10688.06,none,0
PAN,3267217.61708053,Yes,2016,P2O5,PAN,7852.57,none,0
BDI,2748742.92866233,Yes,2016,P2O5,BDI,4939.49,none,0
SVN,2525702.7958724904,Yes,2016,P2O5,SVN,8235.739,none,0
RWA,2396067.7596552595,Yes,2016,P2O5,RWA,5810.87,none,0
OMN,2233642.493901007,Yes,2016,P2O5,OMN,3523.38,none,0
GIN,2037378.3660401627,Yes,2016,P2O5,GIN,80,none,0
JAM,1927771.3420681953,Yes,2016,P2O5,JAM,2496.92,none,0
GEO,1714112.967168633,Yes,2016,P2O5,GEO,5360.14,none,0
MKD,1678187.252377656,Yes,2016,P2O5,MKD,5938.82,none,0
TCD,1631199.0443771405,No,2016,P2O5,5938.82,5938.82,nearest use,1
XKO,1505488.8990551075,Yes,2016,P2O5,XKO,3742.72992236751,none,0
LUX,1461422.4844591722,Yes,2016,P2O5,LUX,1010.476,none,0
MNE,1338660.950568848,Yes,2016,P2O5,MNE,620.88,none,0
TGO,1158866.0873362347,Yes,2016,P2O5,TGO,9172.15,none,0
SOM,1038368.1028475016,No,2016,P2O5,5379.51,5379.51,nearest use,1
CYP,1030471.4808870537,Yes,2016,P2O5,CYP,4836.17949,none,0
SLE,1028081.6690776274,No,2016,P2O5,5379.51,5379.51,nearest use,1
FJI,1011223.8870821148,Yes,2016,P2O5,FJI,2143.7,none,0
SUR,878341.9295825958,Yes,2016,P2O5,SUR,1092.79,none,0
COG,817013.5914447829,Yes,2016,P2O5,COG,283.69,none,0
MNG,708403.239158292,Yes,2016,P2O5,MNG,1580.46,none,0
GNB,582822.1520262472,No,2016,P2O5,3445.57,3445.57,nearest use,1
GAB,472134.8084433824,Yes,2016,P2O5,GAB,3445.57,none,0
MRT,465262.4154650011,No,2016,P2O5,3445.57,3445.57,nearest use,1
LBR,403184.49088207074,No,2016,P2O5,400,400,nearest use,1
QAT,368794.1200319603,Yes,2016,P2O5,QAT,400,none,0
TLS,345131.65923787653,No,2016,P2O5,1753.8,1753.8,nearest use,1
KWT,329516.8733068891,Yes,2016,P2O5,KWT,1753.8,none,0
CAF,311807.46240679733,Yes,2016,P2O5,CAF,80.2,none,0
BTN,211961.66956338336,Yes,2016,P2O5,BTN,331.69,none,0
GMB,164120.41320878267,Yes,2016,P2O5,GMB,119.23,none,0
ERI,157223.43264709655,Yes,2016,P2O5,ERI,0,none,0
XMI,147685.73278356518,Yes,2016,P2O5,XMI,0,none,0
SSD,121669.49473145345,No,2016,P2O5,0,0,nearest use,1
CXR,112599.20039215684,No,2016,P2O5,12739.19,12739.19,nearest use,1
ALA,90919.16266685673,No,2016,P2O5,12739.19,11452.53181,nearest use,1
LSO,88594.53884182841,No,2016,P2O5,12739.19,12739.19,nearest use,1
BLZ,83628.44249719381,Yes,2016,P2O5,BLZ,12739.19,none,0
BHR,81095.11913231015,Yes,2016,P2O5,BHR,70.34,none,0
MLT,69660.46047009453,Yes,2016,P2O5,MLT,114.88321,none,0
"NAM",66674.56633578241,Yes,2016,P2O5,"NAM",905.22,none,0
BRN,38542.701472287066,Yes,2016,P2O5,BRN,232,none,0
TTO,36921.29870283604,Yes,2016,P2O5,TTO,500,none,0
GNQ,35972.30806827545,No,2016,P2O5,500,500,nearest use,1
PRI,28662.257500866424,No,2016,P2O5,758.51,758.51,nearest use,1
GUF,26967.58330526948,No,2016,P2O5,758.51,758.51,nearest use,1
BWA,24817.926067456105,Yes,2016,P2O5,BWA,758.51,none,0
GLP,23751.10955373943,No,2016,P2O5,758.51,758.51,nearest use,1
DJI,22681.95148062706,No,2016,P2O5,758.51,758.51,nearest use,1
GRD,21957.41449737549,No,2016,P2O5,758.51,758.51,nearest use,1
SGP,20506.614683747295,No,2016,P2O5,418.61,418.61,nearest use,1
SLB,17624.222730457783,No,2016,P2O5,418.61,418.61,nearest use,1
MTQ,17572.376029849052,No,2016,P2O5,418.61,418.61,nearest use,1
VUT,16904.80774780363,No,2016,P2O5,418.61,418.61,nearest use,1
BHS,16526.3634185791,Yes,2016,P2O5,BHS,418.61,none,0
ISL,8912.380160093307,Yes,2016,P2O5,ISL,6842,none,0
NCL,7881.618533998728,Yes,2016,P2O5,NCL,396,none,0
JEY,6522.582320484483,No,2016,P2O5,336.89,336.89,nearest use,1
BRB,5771.393712043762,Yes,2016,P2O5,BRB,336.89,none,0
GGY,5565.868829096662,Yes,2016,P2O5,GGY,0,none,0
DMA,5268.732059001923,Yes,2016,P2O5,DMA,251.9,none,0
LCA,3284.654992580414,Yes,2016,P2O5,LCA,118.93,none,0
STP,2771.982379555702,No,2016,P2O5,58.54,58.54,nearest use,1
TON,2357.369364261627,Yes,2016,P2O5,TON,58.54,none,0
GUM,2163.8583984375,No,2016,P2O5,58.54,58.54,nearest use,1
BMU,1939.9529418945312,Yes,2016,P2O5,BMU,15.7,none,0
PYF,1880.0881591588259,Yes,2016,P2O5,PYF,124.73,none,0
VCT,1753.1834526062012,No,2016,P2O5,124.73,124.73,nearest use,1
ATG,1300.8822555541992,Yes,2016,P2O5,ATG,6.66,none,0
MSR,597.2594909667969,No,2016,P2O5,13.75,13.75,nearest use,1
FSM,377.7010202407837,No,2016,P2O5,13.75,13.75,nearest use,1
NIU,365.32257080078125,No,2016,P2O5,13.75,13.75,nearest use,1
KIR,362.8517019748688,No,2016,P2O5,13.75,13.75,nearest use,1
PSE,259.6483723522413,No,2016,P2O5,13.75,13.75,nearest use,1
KNA,254.51612854003903,Yes,2016,P2O5,KNA,13.75,none,0
VGB,169.47203826904297,No,2016,P2O5,13.75,13.75,nearest use,1
AND,124.50000250339507,No,2016,P2O5,11.92,11.92,nearest use,1
ESH,124.03519773483276,No,2016,P2O5,11.92,11.92,nearest use,1
WLF,74.63145104050636,No,2016,P2O5,11.92,11.92,nearest use,1
SYC,51.590001583099365,Yes,2016,P2O5,SYC,11.92,none,0
CYM,18.799999237060547,No,2016,P2O5,7.28,7.28,nearest use,1
HKG,7.1721498655297875,No,2016,P2O5,7.28,6.9888,nearest use,1
ABW,0,No,2016,P2O5,7.28,7.28,nearest use,1
AIA,0,No,2016,P2O5,7.28,7.28,nearest use,1
ASM,0,No,2016,P2O5,7.28,7.28,nearest use,1
BES,0,No,2016,P2O5,7.28,7.28,nearest use,1
BLM,0,No,2016,P2O5,7.28,7.28,nearest use,1
CCK,0,No,2016,P2O5,7.28,7.28,nearest use,1
COK,0,Yes,2016,P2O5,COK,7.28,none,0
COM,0,No,2016,P2O5,7.28,7.28,nearest use,1
CPV,0,No,2016,P2O5,7.28,7.28,nearest use,1
CUW,0,No,2016,P2O5,7.28,7.28,nearest use,1
FLK,0,No,2016,P2O5,7.28,7.28,nearest use,1
FRO,0,No,2016,P2O5,7.28,6.54472,nearest use,1
GIB,0,No,2016,P2O5,7.28,6.54472,nearest use,1
GRL,0,No,2016,P2O5,7.28,7.28,nearest use,1
IMN,0,No,2016,P2O5,7.28,7.28,nearest use,1
IOT,0,No,2016,P2O5,7.28,7.28,nearest use,1
LIE,0,No,2016,P2O5,7.28,7.28,nearest use,1
MAC,0,No,2016,P2O5,7.28,6.9888,nearest use,1
MAF,0,No,2016,P2O5,7.28,7.28,nearest use,1
MCO,0,No,2016,P2O5,7.28,7.28,nearest use,1
MDV,0,Yes,2016,P2O5,MDV,13.19,none,0
MHL,0,No,2016,P2O5,7.28,7.28,nearest use,1
MNP,0,No,2016,P2O5,7.28,7.28,nearest use,1
MYT,0,No,2016,P2O5,7.28,7.28,nearest use,1
NFK,0,No,2016,P2O5,7.28,7.28,nearest use,1
NRU,0,Yes,2016,P2O5,NRU,0,none,0
PCN,0,No,2016,P2O5,7.28,7.28,nearest use,1
PLW,0,No,2016,P2O5,7.28,7.28,nearest use,1
REU,0,No,2016,P2O5,7.28,7.28,nearest use,1
SHN,0,No,2016,P2O5,7.28,7.28,nearest use,1
SJM,0,No,2016,P2O5,7.28,6.54472,nearest use,1
SMR,0,No,2016,P2O5,7.28,7.28,nearest use,1
SPM,0,No,2016,P2O5,7.28,7.28,nearest use,1
SXM,0,No,2016,P2O5,7.28,7.28,nearest use,1
TCA,0,No,2016,P2O5,7.28,7.28,nearest use,1
TKL,0,No,2016,P2O5,7.28,7.28,nearest use,1
TUV,0,No,2016,P2O5,7.28,7.28,nearest use,1
VIR,0,No,2016,P2O5,7.28,7.28,nearest use,1
WSM,0,Yes,2016,P2O5,WSM,29.51,none,0
CHN,2267414909.013471,Yes,2017,P2O5,CHN,11481647.76,none,0
USA,1685696968.1634908,Yes,2017,P2O5,USA,3849405.7920000004,none,0
IND,1298334009.3600392,Yes,2017,P2O5,IND,6854100,none,0
RUS,393538249.3994526,Yes,2017,P2O5,RUS,579232.7,none,0
DEU,370973013.91670436,Yes,2017,P2O5,DEU,187465.773,none,0
IDN,342701278.9558128,Yes,2017,P2O5,IDN,785221.8,none,0
FRA,331406239.8252842,Yes,2017,P2O5,FRA,405060.632,none,0
PAK,305394562.04671705,Yes,2017,P2O5,PAK,1257773,none,0
AUS,294279917.9619316,Yes,2017,P2O5,AUS,637971.3091500001,none,0
EGY,276096501.37281895,Yes,2017,P2O5,EGY,263100,none,0
BRA,265053819.25387812,Yes,2017,P2O5,BRA,4532841.9874599995,none,0
THA,250650979.07415372,Yes,2017,P2O5,THA,425026.11,none,0
MEX,244714768.83693212,Yes,2017,P2O5,MEX,683973,none,0
CAN,213816256.9340958,Yes,2017,P2O5,CAN,1023000,none,0
ARG,200824807.52287441,Yes,2017,P2O5,ARG,618703.83456,none,0
VNM,175531253.24923196,Yes,2017,P2O5,VNM,873003.55,none,0
UKR,169486497.68667194,Yes,2017,P2O5,UKR,356161.4,none,0
IRN,129910329.12320079,Yes,2017,P2O5,IRN,93949.5858,none,0
ITA,127819881.1273082,Yes,2017,P2O5,ITA,148150.705,none,0
ESP,124586547.10772365,Yes,2017,P2O5,ESP,392370.348,none,0
PHL,122448932.7718554,Yes,2017,P2O5,PHL,208514.83,none,0
BGD,117668736.34127656,Yes,2017,P2O5,BGD,642160,none,0
MYS,113914676.43505079,Yes,2017,P2O5,MYS,190889.36,none,0
GBR,109019734.02652495,Yes,2017,P2O5,GBR,175305,none,0
POL,107416258.81941463,Yes,2017,P2O5,POL,304491.3,none,0
JPN,100319549.95629139,Yes,2017,P2O5,JPN,338288.4,none,0
COL,79846359.37517765,Yes,2017,P2O5,COL,244533.59,none,0
TUR,76049183.09535167,Yes,2017,P2O5,TUR,754750,none,0
NLD,70788056.33485001,Yes,2017,P2O5,NLD,11545.857,none,0
ROU,67355533.9592786,Yes,2017,P2O5,ROU,130237.231,none,0
UZB,66272017.93972518,Yes,2017,P2O5,UZB,221309.48,none,0
GTM,56733102.49160689,Yes,2017,P2O5,GTM,52793.22,none,0
ZAF,56112834.05497494,Yes,2017,P2O5,ZAF,249508,none,0
PER,51883022.74158923,Yes,2017,P2O5,PER,100297.88,none,0
MMR,47367605.74191096,Yes,2017,P2O5,MMR,93682.08,none,0
BLR,47182114.28745654,Yes,2017,P2O5,BLR,77070.784,none,0
DNK,44849307.75908263,Yes,2017,P2O5,DNK,42856.69648,none,0
MAR,44230673.90954738,Yes,2017,P2O5,MAR,158300,none,0
PRY,40807672.72664807,Yes,2017,P2O5,PRY,214123.68,none,0
BEL,37881620.430979386,Yes,2017,P2O5,BEL,16870.35531,none,0
SWE,37143224.497521594,Yes,2017,P2O5,SWE,29626.22136,none,0
ECU,36358870.95008872,Yes,2017,P2O5,ECU,58146.34,none,0
CHL,35358705.215926774,Yes,2017,P2O5,CHL,97773.44251999998,none,0
HUN,33193416.77833699,Yes,2017,P2O5,HUN,106276.184,none,0
KOR,33154489.12534804,Yes,2017,P2O5,KOR,140611.75,none,0
DZA,32143603.141003493,Yes,2017,P2O5,DZA,58800,none,0
GRC,31918293.246788524,Yes,2017,P2O5,GRC,45904.738,none,0
KAZ,29929723.955679696,Yes,2017,P2O5,KAZ,50329.63,none,0
CZE,29788124.38627481,Yes,2017,P2O5,CZE,49742.569,none,0
PRT,28506095.278970405,Yes,2017,P2O5,PRT,36925.08549,none,0
NPL,26876323.37709631,Yes,2017,P2O5,NPL,40264.72,none,0
CUB,26294904.08919849,Yes,2017,P2O5,CUB,14106.51,none,0
GHA,24756986.966226343,Yes,2017,P2O5,GHA,45200,none,0
SRB,22487966.389169283,Yes,2017,P2O5,SRB,43503.5833656201,none,0
NGA,22359247.217234705,Yes,2017,P2O5,NGA,144700,none,0
ETH,22181941.102866244,Yes,2017,P2O5,ETH,173486.96,none,0
LVA,20371689.546484135,Yes,2017,P2O5,LVA,23267.019,none,0
SDN,19222229.623063345,Yes,2017,P2O5,SDN,4717.3,none,0
TZA,19013640.007680494,Yes,2017,P2O5,TZA,46566.23,none,0
AUT,18718651.40663913,Yes,2017,P2O5,AUT,28430.9649,none,0
NIC,17610256.38688291,Yes,2017,P2O5,NIC,22119.87,none,0
PRK,17014139.914172295,No,2017,P2O5,22119.87,22119.87,nearest use,1
VEN,15907817.17073627,Yes,2017,P2O5,VEN,92200,none,0
TWN,15451483.585332446,Yes,2017,P2O5,TWN,118123.68,none,0
AZE,14907447.192262892,Yes,2017,P2O5,AZE,1329,none,0
CHE,14525092.945975028,Yes,2017,P2O5,CHE,13617.59,none,0
FIN,14055662.784255108,Yes,2017,P2O5,FIN,25244.24364,none,0
