"TaxonKey","TaxonName","CommonName","stock"
605079,"Spicara melanurus","Blackspot picarel","Spicara melanurus Blackspot picarel"
604330,"Myliobatis aquila","Common eagle ray","Myliobatis aquila Common eagle ray"
600139,"Squalus acanthias","Picked dogfish","Squalus acanthias Picked dogfish"
601696,"Atherina boyeri","Big-scale sand smelt","Atherina boyeri Big-scale sand smelt"
6989738,"Nassarius mutabilis","Changeable nassa","Nassarius mutabilis Changeable nassa"
601735,"Chelon auratus","Golden grey mullet","Chelon auratus Golden grey mullet"
601754,"Diplodus vulgaris","Common two-banded seabream","Diplodus vulgaris Common two-banded seabream"
600845,"Scyliorhinus canicula","Small-spotted catshark","Scyliorhinus canicula Small-spotted catshark"
604928,"Carlarius heudelotii","Smoothmouth sea catfish","Carlarius heudelotii Smoothmouth sea catfish"
600027,"Lepidorhombus boscii","Four-spot megrim","Lepidorhombus boscii Four-spot megrim"
601722,"Lepidotrigla cavillone","Large-scaled gurnard","Lepidotrigla cavillone Large-scaled gurnard"
601746,"Peristedion cataphractum","African armoured searobin","Peristedion cataphractum African armoured searobin"
601470,"Clupeonella cultriventris","Black and Caspian Sea sprat","Clupeonella cultriventris Black and Caspian Sea sprat"
690445,"Mizuhopecten yessoensis","Yesso scallop","Mizuhopecten yessoensis Yesso scallop"
600438,"Dentex macrophthalmus","Large-eye dentex","Dentex macrophthalmus Large-eye dentex"
210006,"Osteichthyes","Bony fish","Osteichthyes Bony fish"
600058,"Coris julis","Rainbow wrasse","Coris julis Rainbow wrasse"
600021,"Benthosema glaciale","Glacier lantern fish","Benthosema glaciale Glacier lantern fish"
600455,"Drepane africana","African sicklefish","Drepane africana African sicklefish"
611841,"Bathysaurus ferox","Deep-sea lizardfish","Bathysaurus ferox Deep-sea lizardfish"
609149,"Guentherus altivela","Jellynose","Guentherus altivela Jellynose"
610167,"Stomias affinis","Gunther's boafish","Stomias affinis Gunther's boafish"
601935,"Caranx latus","Horse-eye jack","Caranx latus Horse-eye jack"
611002,"Cynoscion stolzmanni","Stolzmann's weakfish","Cynoscion stolzmanni Stolzmann's weakfish"
690910,"Plesionika trispinus","Pacific deepwater shrimp","Plesionika trispinus Pacific deepwater shrimp"
600016,"Epinephelus itajara","Atlantic goliath grouper","Epinephelus itajara Atlantic goliath grouper"
610429,"Achirus mazatlanus","Mazatlan sole","Achirus mazatlanus Mazatlan sole"
6947322,"Anadara tuberculosa","pustulose ark","Anadara tuberculosa pustulose ark"
604276,"Balistes polylepis","Finescale triggerfish","Balistes polylepis Finescale triggerfish"
6926799,"Callinectes arcuatus","Arched swimming crab","Callinectes arcuatus Arched swimming crab"
6983696,"Callinectes toxotes","Giant swimcrab","Callinectes toxotes Giant swimcrab"
609185,"Dermatolepis dermatolepis","Leather bass","Dermatolepis dermatolepis Leather bass"
608196,"Epinephelus labriformis","Starry grouper","Epinephelus labriformis Starry grouper"
6915058,"Evibacus princeps","Shield fan lobster","Evibacus princeps Shield fan lobster"
692573,"Haliotis fulgens","Green abalone","Haliotis fulgens Green abalone"
613724,"Orthopristis reddingi","Bronze-striped grunt","Orthopristis reddingi Bronze-striped grunt"
603336,"Paralabrax maculatofasciatus","Spotted sand bass","Paralabrax maculatofasciatus Spotted sand bass"
613547,"Porichthys analis","Darkedge midshipman","Porichthys analis Darkedge midshipman"
6926821,"Portunus xantusii","Xantus swimcrab","Portunus xantusii Xantus swimcrab"
614222,"Scorpaena sonorae","Sonora scorpionfish","Scorpaena sonorae Sonora scorpionfish"
6914932,"Sicyonia disdorsalis","Keeled rock shrimp","Sicyonia disdorsalis Keeled rock shrimp"
6925480,"Solenocera florea","Flower shrimp","Solenocera florea Flower shrimp"
6993284,"Squilla panamensis","Panama mantis shrimp","Squilla panamensis Panama mantis shrimp"
6993285,"Squilla parva","Small mantis shrimp","Squilla parva Small mantis shrimp"
612860,"Paralabrax albomaculatus","Camotillo","Paralabrax albomaculatus Camotillo"
601958,"Selene peruviana","Peruvian moonfish","Selene peruviana Peruvian moonfish"
501615,"Caulolatilus","Pacific and Atlantic tilefishes","Caulolatilus Pacific and Atlantic tilefishes"
605939,"Mustelus whitneyi","Humpback smooth-hound","Mustelus whitneyi Humpback smooth-hound"
600149,"Pseudobatos planiceps","Pacific guitarfish","Pseudobatos planiceps Pacific guitarfish"
600555,"Encrasicholina devisi","Devis' anchovy","Encrasicholina devisi Devis' anchovy"
601022,"Diodon hystrix","Spotted porcupinefish","Diodon hystrix Spotted porcupinefish"
612938,"Aldrichetta forsteri","Yellow-eye mullet","Aldrichetta forsteri Yellow-eye mullet"
614417,"Latris lineata","Striped trumpeter","Latris lineata Striped trumpeter"
612840,"Odax pullus","Butterfish","Odax pullus Butterfish"
509367,"Polyprion","Wreckfishes","Polyprion Wreckfishes"
601133,"Anchoa hepsetus","Broad-striped anchovy","Anchoa hepsetus Broad-striped anchovy"
600410,"Menticirrhus saxatilis","Northern kingfish","Menticirrhus saxatilis Northern kingfish"
601217,"Paranthias furcifer","Creole-fish","Paranthias furcifer Creole-fish"
690115,"Metacarcinus magister","Dungeness crab","Metacarcinus magister Dungeness crab"
602694,"Allosmerus elongatus","Whitebait smelt","Allosmerus elongatus Whitebait smelt"
603236,"Atherinopsis californiensis","Jack silverside","Atherinopsis californiensis Jack silverside"
690658,"Doryteuthis opalescens","California market squid","Doryteuthis opalescens California market squid"
690285,"Leukoma staminea","Pacific littleneck clam","Leukoma staminea Pacific littleneck clam"
602540,"Mustelus henlei","Brown smooth-hound","Mustelus henlei Brown smooth-hound"
665869,"Squalus suckleyi","Pacific spiny dogfish","Squalus suckleyi Pacific spiny dogfish"
605652,"Neomyxus leuciscus","Acute-jawed mullet","Neomyxus leuciscus Acute-jawed mullet"
608280,"Pontinus macrocephalus","Large-headed scorpionfish","Pontinus macrocephalus Large-headed scorpionfish"
612925,"Porichthys porosissimus","South American toadfish","Porichthys porosissimus South American toadfish"
601142,"Haemulon steindachneri","Chere-chere grunt","Haemulon steindachneri Chere-chere grunt"
600983,"Caulolatilus chrysops","Atlantic goldeneye tilefish","Caulolatilus chrysops Atlantic goldeneye tilefish"
605937,"Mustelus schmitti","Narrownose smooth-hound","Mustelus schmitti Narrownose smooth-hound"
600550,"Pterengraulis atherinoides","Wingfin anchovy","Pterengraulis atherinoides Wingfin anchovy"
690296,"Doryteuthis gahi","Patagonian squid","Doryteuthis gahi Patagonian squid"
605011,"Aetomylaeus bovinus","Bull ray","Aetomylaeus bovinus Bull ray"
601809,"Arnoglossus kessleri","Scaldback","Arnoglossus kessleri Scaldback"
600043,"Arnoglossus thori","Thor's scaldfish","Arnoglossus thori Thor's scaldfish"
504755,"Balistes","Triggerfish","Balistes Triggerfish"
503871,"Centrophorus","Gulper shark dogfishes","Centrophorus Gulper shark dogfishes"
501989,"Cepola","Bandfish","Cepola Bandfish"
6984579,"Donax trunculus","Truncate donax","Donax trunculus Truncate donax"
596759,"Illex","Shortfin squid","Illex Shortfin squid"
500719,"Labrus","Wrasse","Labrus Wrasse"
6925333,"Plesionika edwardsii","Soldier striped shrimp","Plesionika edwardsii Soldier striped shrimp"
491351,"Salpidae","Salps","Salpidae Salps"
6957475,"Sepia orbignyana","Pink cuttlefish","Sepia orbignyana Pink cuttlefish"
6957560,"Todaropsis eblanae","Lesser flying squid","Todaropsis eblanae Lesser flying squid"
605081,"Chelidonichthys lastoviza","Streaked gurnard","Chelidonichthys lastoviza Streaked gurnard"
608062,"Diplodus bellottii","Senegal seabream","Diplodus bellottii Senegal seabream"
612594,"Aetomylaeus maculatus","Mottled eagle ray","Aetomylaeus maculatus Mottled eagle ray"
610120,"Aetomylaeus nichofii","Banded eagle ray","Aetomylaeus nichofii Banded eagle ray"
604441,"Carangoides chrysophrys","Longnose trevally","Carangoides chrysophrys Longnose trevally"
605901,"Chiloscyllium arabicum","Arabian carpetshark","Chiloscyllium arabicum Arabian carpetshark"
605507,"Himantura uarnak","Honeycomb stingray","Himantura uarnak Honeycomb stingray"
646376,"Liza klunzingeri","Klunzinger's mullet","Liza klunzingeri Klunzinger's mullet"
6925410,"Parapenaeopsis stylifera","Kiddi shrimp","Parapenaeopsis stylifera Kiddi shrimp"
608203,"Pastinachus sephen","Cowtail stingray","Pastinachus sephen Cowtail stingray"
6926798,"Callinectes marginatus","Marbled swimcrab","Callinectes marginatus Marbled swimcrab"
699341,"Ocypode cursor","tufted ghost crab","Ocypode cursor tufted ghost crab"
600260,"Harpadon nehereus","Bombay-duck","Harpadon nehereus Bombay-duck"
605456,"Cynoglossus cynoglossus","Bengal tongue sole","Cynoglossus cynoglossus Bengal tongue sole"
601522,"Escualosa thoracata","White sardine","Escualosa thoracata White sardine"
604469,"Leptomelanosoma indicum","Indian threadfin","Leptomelanosoma indicum Indian threadfin"
6925399,"Metapenaeus brevicornis","Yellow shrimp","Metapenaeus brevicornis Yellow shrimp"
613545,"Odontamblyopus rubicundus","Rubicundus eelgoby","Odontamblyopus rubicundus Rubicundus eelgoby"
6925412,"Parapenaeopsis uncta","Uncta shrimp","Parapenaeopsis uncta Uncta shrimp"
608318,"Polynemus paradiseus","Paradise threadfin","Polynemus paradiseus Paradise threadfin"
604455,"Secutor insidiator","Pugnose ponyfish","Secutor insidiator Pugnose ponyfish"
600531,"Stephanolepis cirrhifer","Threadsail filefish","Stephanolepis cirrhifer Threadsail filefish"
604593,"Branchiostegus japonicus","Horsehead tilefish","Branchiostegus japonicus Horsehead tilefish"
606598,"Hexagrammos otakii","Fat grrenling","Hexagrammos otakii Fat grrenling"
604584,"Parapristipoma trilineatum","Chicken grunt","Parapristipoma trilineatum Chicken grunt"
400184,"Merlucciidae","Merluccid hakes","Merlucciidae Merluccid hakes"
400487,"Moronidae","Temperate basses","Moronidae Temperate basses"
400311,"Pomatomidae","Bluefishes","Pomatomidae Bluefishes"
699332,"Charybdis hellerii","Spiny hands","Charybdis hellerii Spiny hands"
600919,"Caesio cuning","Redbelly yellowtail fusilier","Caesio cuning Redbelly yellowtail fusilier"
604565,"Nemipterus hexodon","Ornate threadfin bream","Nemipterus hexodon Ornate threadfin bream"
602593,"Acipenser oxyrinchus","Atlantic sturgeon","Acipenser oxyrinchus Atlantic sturgeon"
600484,"Genypterus maculatus","Black cusk-eel","Genypterus maculatus Black cusk-eel"
604950,"Cynoglossus monodi","Guinean tonguesole","Cynoglossus monodi Guinean tonguesole"
6947573,"Arca zebra","Turkey wing","Arca zebra Turkey wing"
612235,"Scorpis violacea","Blue maomao","Scorpis violacea Blue maomao"
608731,"Glaucostegus granulatus","Granulated guitarfish","Glaucostegus granulatus Granulated guitarfish"
6925574,"Nematocarcinus africanus","African spider shrimp","Nematocarcinus africanus African spider shrimp"
601456,"Etrumeus whiteheadi","Whitehead's round herring","Etrumeus whiteheadi Whitehead's round herring"
6948774,"Polymesoda caroliniana","Carolina marshclam","Polymesoda caroliniana Carolina marshclam"
6947954,"Rangia cuneata","Atlantic rangia","Rangia cuneata Atlantic rangia"
604454,"Eubleekeria splendens","Splendid ponyfish","Eubleekeria splendens Splendid ponyfish"
604651,"Priacanthus tayenus","Purple-spotted bigeye","Priacanthus tayenus Purple-spotted bigeye"
604829,"Terapon theraps","Largescaled terapon","Terapon theraps Largescaled terapon"
613271,"Rhinoptera steindachneri","Pacific cownose ray","Rhinoptera steindachneri Pacific cownose ray"
6926935,"Chionoecetes bairdi","Tanner crab","Chionoecetes bairdi Tanner crab"
600259,"Lampanyctodes hectoris","Hector's lanternfish","Lampanyctodes hectoris Hector's lanternfish"
6981351,"Jacquinotia edwardsi","Southern spider crab","Jacquinotia edwardsi Southern spider crab"
600578,"Stolephorus waitei","Spotty-face anchovy","Stolephorus waitei Spotty-face anchovy"
692212,"Megastraea undosa","Wavy turban","Megastraea undosa Wavy turban"
600440,"Dentex angolensis","Angolan dentex","Dentex angolensis Angolan dentex"
6927122,"Cancer antennarius","California red rock crab","Cancer antennarius California red rock crab"
6949324,"Mesocentrotus franciscanus","red sea urchin","Mesocentrotus franciscanus red sea urchin"
654742,"Patagonotothen guntheri","Yellowfin notothen","Patagonotothen guntheri Yellowfin notothen"
605071,"Alepocephalus rostratus","Risso's smooth-head","Alepocephalus rostratus Risso's smooth-head"
6944381,"Rhizostoma pulmo","Barrel jellyfish","Rhizostoma pulmo Barrel jellyfish"
3910180,"Rhizostomeae","Oral arm jellyfishes","Rhizostomeae Oral arm jellyfishes"
310060,"Scombroidei","Barracudas, tunas, marlins, mackarels","Scombroidei Barracudas, tunas, marlins, mackarels"
501991,"Ophichthus","Snake eel","Ophichthus Snake eel"
601857,"Lethrinus laticaudis","Grass emperor","Lethrinus laticaudis Grass emperor"
613142,"Argentina elongata","Argentine","Argentina elongata Argentine"
605321,"Genyagnus monopterygius","Spotted stargazer","Genyagnus monopterygius Spotted stargazer"
600713,"Squalus mitsukurii","Shortspine spurdog","Squalus mitsukurii Shortspine spurdog"
614958,"Glaucosoma scapulare","Pearl perch","Glaucosoma scapulare Pearl perch"
6914828,"Melicertus plebejus","Eastern king prawn","Melicertus plebejus Eastern king prawn"
500939,"Sarda","Bonitos","Sarda Bonitos"
604709,"Sillago ciliata","Sand sillago","Sillago ciliata Sand sillago"
615721,"Carcharhinus tilstoni","Australian blacktip shark","Carcharhinus tilstoni Australian blacktip shark"
612823,"Myxus elongatus","Sand grey mullet","Myxus elongatus Sand grey mullet"
605053,"Harriotta raleighana","Pacific longnose chimaera","Harriotta raleighana Pacific longnose chimaera"
608109,"Acanthopagrus australis","Yellowfin bream","Acanthopagrus australis Yellowfin bream"
690649,"Lunarca ovalis","Oval blood ark","Lunarca ovalis Oval blood ark"
6944383,"Stomolophus meleagris","Cannonball jellyfish","Stomolophus meleagris Cannonball jellyfish"
601713,"Echelus myrus","Painted eel","Echelus myrus Painted eel"
604991,"Microchirus ocellatus","Foureyed sole","Microchirus ocellatus Foureyed sole"
611707,"Solea aegyptiaca","Egyptian sole","Solea aegyptiaca Egyptian sole"
6944751,"Catostylus mosaicus","Mosaic sea jelly","Catostylus mosaicus Mosaic sea jelly"
614956,"Glaucosoma hebraicum","West Australian dhufish","Glaucosoma hebraicum West Australian dhufish"
600104,"Grammatorcynus bilineatus","Double-lined mackerel","Grammatorcynus bilineatus Double-lined mackerel"
6957664,"Nototodarus gouldi","Gould's flying squid","Nototodarus gouldi Gould's flying squid"
6984345,"Polititapes rhomboides","Banded carpet shell","Polititapes rhomboides Banded carpet shell"
6957073,"Alloteuthis subulata","European common squid","Alloteuthis subulata European common squid"
699318,"Calappa granulata","Shamfaced crab","Calappa granulata Shamfaced crab"
508565,"Chelidonichthys","Smallscaled gurnards","Chelidonichthys Smallscaled gurnards"
5910844,"Ommastrephes","Flying squids","Ommastrephes Flying squids"
6925918,"Plesionika heterocarpus","Arrow shrimp","Plesionika heterocarpus Arrow shrimp"
6947879,"Solen marginatus","European razor clam","Solen marginatus European razor clam"
504373,"Symphodus","Eastern Atlantic wrasses","Symphodus Eastern Atlantic wrasses"
601763,"Synapturichthys kleinii","Klein's sole","Synapturichthys kleinii Klein's sole"
504881,"Tetrapturus","Spearfishes","Tetrapturus Spearfishes"
604547,"Umbrina ronchus","Fusca drum","Umbrina ronchus Fusca drum"
5916801,"Venerupis","Rhomboid carpet shells","Venerupis Rhomboid carpet shells"
69140667,"Venus nux","Saltwater clam","Venus nux Saltwater clam"
6926136,"Scyllarus arctus","Small European locust lobster","Scyllarus arctus Small European locust lobster"
606948,"Bathyraja eatonii","Eaton's skate","Bathyraja eatonii Eaton's skate"
609000,"Hydrolagus mirabilis","Large-eyed rabbitfish","Hydrolagus mirabilis Large-eyed rabbitfish"
6924566,"Nematopalaemon hastatus","Estuarine prawn","Nematopalaemon hastatus Estuarine prawn"
604962,"Gephyroberyx darwinii","Darwin's slimehead","Gephyroberyx darwinii Darwin's slimehead"
614309,"Helicolenus percoides","Red gurnard perch","Helicolenus percoides Red gurnard perch"
606952,"Bathyraja murrayi","Murray's skate","Bathyraja murrayi Murray's skate"
607111,"Cryodraco antarcticus","Long-fingered icefish","Cryodraco antarcticus Long-fingered icefish"
605903,"Chiloscyllium punctatum","Brownbanded bambooshark","Chiloscyllium punctatum Brownbanded bambooshark"
600112,"Sarda australis","Australian bonito","Sarda australis Australian bonito"
606950,"Bathyraja maccaini","McCain's skate","Bathyraja maccaini McCain's skate"
600749,"Odontaspis ferox","Smalltooth sand tiger","Odontaspis ferox Smalltooth sand tiger"
601693,"Apogon imberbis","Cardinal fish","Apogon imberbis Cardinal fish"
