iucn_sid,sciname
135789,Pristimantis tantanti
135875,Pristimantis minutulus
136031,Pristimantis wagteri
136083,Pristimantis ventriguttatus
190996,Noblella pygmaea
78527107,Oreobates machiguenga
78554347,Pristimantis royi
88428922,Pristimantis incomptus
56787,Pristimantis nephophilus
78540093,Pristimantis deyi
56489,Pristimantis nebulosus
125179661,Pristimantis boucephalus
125181144,Pristimantis bounides
125181973,Pristimantis puipui
125198826,Pristimantis humboldti
136036,Ctenophryne barbatula
57107,Oreobates saxatilis
55105,Hyloxalus littoralis
55553,Boana melanopleura
56417,Pristimantis anemerus
56456,Pristimantis bearsei
56545,Pristimantis cuneirostris
56861,Pristimantis pinguis
56880,Pristimantis proserpens
56912,Pristimantis rhodostichus
56979,Pristimantis sternothylax
57232,Phyllonastes heyeri
135754,Pristimantis stictoboubonus
135824,Pristimantis vilcabambae
135836,Pristimantis tanyrhynchus
135844,Gastrotheca carinaceps
136060,Pristimantis seorsus
136088,Pristimantis coronatus
136093,Pristimantis phalaroinguinis
185799,Hyloxalus pulcherrimus
55765,Nyctimantis rugiceps
56894,Pristimantis quaquaversus
59502,Caecilia albiventris
59586,Oscaecilia zweifeli
19513,Rhinoderma darwinii
119242042,Hynobius quelpaertensis
78903933,Dendropsophus leucophyllatus
78543194,Pristimantis imthurni
78544860,Pristimantis jamescameroni
136167,Allobates granti
21567318,Rhinatrema shiv
45473206,Microcaecilia grandis
45727674,Hyalinobatrachium kawense
45727683,Hyalinobatrachium tricolor
135773,Pristimantis saltissimus
136065,Rhinella lescurei
59571,Microcaecilia rabei
158609,Adelophryne patamona
56310,Adenomera lutzi
54963,Cochranella geijskesi
55493,Dendropsophus grandisonae
78520386,Microcaecilia dermatophaga
18434740,Microcaecilia iwokramae
136172,Pristimantis jester
55966,Scinax jolyi
136169,Myersiohyla liliae
55692,Tepuihyla warreni
55142,Anomaloglossus roraima
55157,Anomaloglossus tepuyensis
135874,Anomaloglossus kaiei
77320150,Anomaloglossus megacephalus
61769,Dendrobates nubeculosus
56024,Stefania ayangannae
56025,Stefania coxi
56034,Stefania roraimae
56039,Stefania woodleyi
46086220,Pristimantis aureoventris
136171,Oreophrynella dendronastes
78527890,Oreophrynella seegobini
55134,Anomaloglossus praderioi
58351,Limnonectes macrodon
61818,Pristimantis rhabdocnemus
59574,Microcaecilia unicolor
54575,Rhinella arborescandens
54831,Melanophryniscus stelzneri
29417,Atelognathus ceii
57288,Pleurodema kriegi
87734849,Oreobates berdemenos
89251039,Phrynobatrachus horsti
56110,Hyperolius ademetzi
78520090,Melanophryniscus estebani
57347,Telmatobius laticeps
57356,Telmatobius pisanoi
21581,Telmatobius atacamensis
57333,Telmatobius contrerasi
57340,Telmatobius hauthali
57343,Telmatobius hypselocephalus
57355,Telmatobius pinguiculus
57357,Telmatobius platycephalus
57359,Telmatobius schreiteri
57363,Telmatobius stephani
55327,Gastrotheca christiani
57330,Telmatobius ceiorum
55328,Gastrotheca chrysosticta
56564,Oreobates discoidalis
54646,Rhinella gallardoi
76338195,Atelognathus salai
76755072,Eupsophus calcaratus
2295,Chaltenobatrachus grandisonae
54790,Nannophryne variegata
56321,Alsodes verrucosus
56330,Batrachyla antartandica
56332,Batrachyla leptopus
57077,Eupsophus emiliopugini
57080,Eupsophus vertebralis
57104,Hylorina sylvatica
57284,Pleurodema bufoninum
54752,Rhinella rumbolli
88992858,Rhinella spinulosa
58171,Xenopus boumbaensis
55336,Gastrotheca gracilis
45477280,Alsodes neuquensis
57057,Pristimantis w-nigrum
55178,Excidobates captivus
45499897,Pleurodema cordobae
56324,Atelognathus praebasalticus
2298,Atelognathus solitarius
56331,Batrachyla fitzroya
56390,Pristimantis achatinus
59310,Oedipina complex
56510,Pristimantis chloronotus
2296,Atelognathus nitoi
89257043,Xenopus kobeli
78585291,Rhinella bernardoi
61776,Boana cordobae
57290,Pleurodema nebulosum
57292,Pleurodema tucumanum
77187792,Ameerega ignipedis
57125,Leptodactylus fallax
57271,Engystomops pustulatus
55229,Ameerega parvula
54708,Anaxyrus mexicanus
57136,Leptodactylus labrosus
55791,Osteocephalus deridens
56735,Pristimantis lymani
56615,Pristimantis gladiator
55795,Osteocephalus heyeri
56386,Pristimantis aaptus
56737,Pristimantis lythrodes
136179,Hynobius yangi
56811,Craugastor opimus
136015,Pristimantis aquilonaris
55550,Dendropsophus mathiassoni
55797,Osteocephalus leoniae
135884,Pristimantis bellator
136144,Pristimantis corrugatus
58020,Chiasmocleis carvalhoi
56741,Niceforonia mantipus
55485,Dendropsophus garagoensis
55635,Boana rubracyla
59525,Caecilia perdita
57008,Diasporus tinker
55152,Hyloxalus subpunctatus
55324,Gastrotheca argenteovirens
55331,Gastrotheca dunni
55610,Dendropsophus praestans
59512,Caecilia dunni
55689,Dendropsophus virolinensis
55505,Boana hutchinsi
56388,Pristimantis acatallelus
56474,Pristimantis brevifrons
56471,Pristimantis boulengeri
56469,Pristimantis bogotensis
56587,Pristimantis erythropleura
56596,Pristimantis factiosus
59588,Microcaecilia pricei
59587,Microcaecilia nicefori
114116531,Leptobrachella petrops
58929,Philautus tytthus
55343,Gastrotheca longipes
55392,Dendropsophus aperomeus
55847,Phyllomedusa coelestis
55417,Dendropsophus bogerti
55119,Hyloxalus nexipus
59646,Epicrionops petersi
57749,Chiasmocleis anatipes
48101579,Leptobrachella bidoupensis
56750,Pristimantis medemi
56800,Pristimantis obmutescens
56715,Pristimantis leptolophus
56823,Pristimantis palmeri
56857,Pristimantis piceus
91947985,Leptobrachella ardens
91948288,Leptobrachella kalonensis
91948581,Leptobrachella maculosa
91948901,Leptobrachella pallida
91948932,Leptobrachella tadungensis
61868,Odorrana bolavensis
54669,Rhinella inca
59026,Rhacophorus turpes
56664,Pristimantis imitatrix
55454,Dendropsophus columbianus
56759,Pristimantis mendax
190999,Pristimantis divnae
58998,Rhacophorus hoanglienensis
59578,Oscaecilia bassleri
18435568,Bryophryne nubilosus
55205,Dendrobates truncatus
55096,Colostethus inguinalis
59649,Crotaphatrema lamottei
55375,Osteocephalus alboguttatus
56906,Pristimantis restrepoi
57002,Pristimantis thectopternus
57026,Pristimantis uranobates
57070,Strabomantis zygodactylus
55935,Scinax blairi
59185,Bolitoglossa nicefori
56987,Pristimantis susaguae
59215,Bolitoglossa vallecula
56903,Pristimantis reclusus
56495,Pristimantis carranguerorum
58168,Xenopus amieti
56398,Niceforonia aderca
55055,Hyloxalus borjai
55053,Hyloxalus betancuri
55193,Excidobates mysteriosus
41226,Alcalus mariae
26459,Philautus schmackeri
57860,Kaloula walteri
42862685,Platymantis bayani
42863484,Limnonectes ferneri
46256013,Leptobrachium lumadorum
46256092,Leptobrachium mangyanorum
47151415,Leptobrachium tagbanorum
56344279,Sanguirana aurantipunctata
56350320,Staurois natator
56351244,Staurois nubilus
17528,Platymantis cornutus
17551,Platymantis polillensis
17553,Platymantis rabori
23900,Barbourula busuangensis
25382,Ichthyophis glandulosus
26156,Nyctixalus spinosus
26210,Aphantophryne nana
29588,Pelophryne albotaeniata
29591,Platymantis isarog
40798,Philautus poecilius
57850,Kaloula conjuncta
58460,Platymantis guentheri
58539,Sanguirana mearnsi
58739,Sanguirana tipanan
58950,Polypedates hecticus
58980,Leptomantis bimaculatus
79694432,Philautus everetti
136008,Platymantis diesmosi
87739576,Platymantis quezoni
55237,Ameerega simulans
190985,Bryophryne hanssaueri
89113424,Pulchrana grandocula
89113176,Pulchrana guttmani
135858,Platymantis paengi
128382340,Sanguirana everetti
19242,Pulchrana melanomenta
25390,Ichthyophis mindanaoensis
59606,Ichthyophis weberi
58357,Limnonectes micrixalus
43340038,Limnonectes sisikdagu
17534,Platymantis hazelae
57851,Kaloula kalingensis
57856,Kaloula rigida
58454,Platymantis cagayanensis
58463,Platymantis lawtoni
58483,Platymantis taylori
58922,Philautus surrufus
58936,Philautus worcesteri
17519,Platymantis insulatus
58978,Rhacophorus barisani
59013,Rhacophorus poecilonotus
78935167,Pulchrana rawa
58374,Meristogenys phaeomerus
58358,Limnonectes microdiscus
48109368,Rhacophorus reinwardtii
79936019,Leptobrachium hasseltii
59611,Ichthyophis bernisi
57834,Kalophrynus bunguranus
57545,Leptobrachella natunae
58409,Occidozyga floresiana
59004,Rhacophorus modestus
58996,Rhacophorus georgii
54588,Ingerophrynus biporcatus
57840,Kalophrynus minusculus
57925,Oreophryne monticola
58293,Fejervarya verruculosa
58328,Limnonectes asperatus
58331,Limnonectes dammermani
58342,Limnonectes kadarsani
79077060,Limnonectes larvaepartus
79098509,Microhyla orientalis
79102185,Polypedates iskandari
79102286,Polypedates pseudotilophus
54444,Barbourula kalimantanensis
58935,Feihyla vittiger
42863256,Alcalus rajae
43340051,Occidozyga tompotika
47151540,Leptobrachium waysepuntiense
79681971,Chalcorana raniceps
78930537,Pulchrana siberu
78934311,Chalcorana chalconota
79098776,Microhyla achatina
79129022,Rhacophorus catamitus
59605,Ichthyophis paucidentulus
59629,Ichthyophis paucisulcus
59635,Ichthyophis sumatranus
55722,Litoria everetti
58832,Philautus cornutus
58587,Pulchrana debussyi
58969,Zhangixalus achantharrhena
58991,Rhacophorus edentulus
61842,Megophrys parallela
59621,Ichthyophis hypocyaneus
114107654,Sigalegalephrynus mandailinguensis
54606,Ingerophrynus celebensis
54610,Ingerophrynus claviger
57909,Oreophryne celebensis
57919,Oreophryne jeffersoniana
57932,Oreophryne variabilis
58272,Fejervarya iskandari
58303,Wijayarana masonii
58306,Wijayarana sumatrana
58327,Limnonectes arathooni
58359,Limnonectes microtympanum
58408,Occidozyga celebensis
58414,Occidozyga semipalmata
58566,Papurana celebensis
58590,Papurana elberti
58598,Papurana florensis
58654,Chalcorana macrops
58668,Chalcorana mocquardii
58694,Pulchrana picturata
58820,Philautus aurifasciatus
58884,Philautus pallidipes
58979,Rhacophorus bifasciatus
59002,Rhacophorus margaritifer
59006,Rhacophorus monticola
79128785,Rhacophorus bengkuluensis
42860901,Duttaphrynus totol
55852,Agalychnis hulli
78934295,Chalcorana parvaccola
89187134,Rohanixalus baladika
89187048,Rohanixalus nauli
54467,Ansonia glandulosa
58580,Sumaterana crassiovis
54788,Duttaphrynus valhallae
57727,Glyphoglossus volzi
58804,Nyctixalus margaritifer
54770,Duttaphrynus sumatranus
57581,Megophrys montana
58857,Philautus jacobsoni
114107682,Sigalegalephrynus minangkabauensis
55039,Allobates zaparo
57580,Megophrys ligayae
57583,Megophrys stejnegeri
57903,Oreophryne anulata
41233,Limnonectes parvus
61838,Leptobrachium buchardi
58469,Platymantis mimulus
58470,Platymantis montanus
78526152,Oreobates gemcare
136129,Telmatobius punctatus
57153,Leptodactylus pascoensis
57327,Telmatobius brevipes
57328,Telmatobius brevirostris
57329,Telmatobius carrillae
57336,Telmatobius degener
57341,Telmatobius hockingi
57346,Telmatobius jelskii
57348,Telmatobius latirostris
57350,Telmatobius mayoloi
57351,Telmatobius necopinus
57364,Telmatobius thompsoni
57365,Telmatobius truebae
59154,Bolitoglossa digitigrada
59193,Bolitoglossa peruviana
45536685,Telmatobius mendelsoni
55593,Boana pellucens
56755,Pristimantis melanogaster
57324,Telmatobius arequipensis
57325,Telmatobius atahualpai
57358,Telmatobius rimac
61822,Gastrotheca atympana
90762092,Amazophrynella javierbustamantei
29432,Ameerega planipaleae
57225,Noblella usurpator
57344,Telmatobius ignavus
55337,Gastrotheca griswoldi
73727148,Leptobrachium masatakasatoi
55379,Hyloscirtus albopunctulatus
55333,Gastrotheca excubitor
55348,Gastrotheca ochoai
55356,Gastrotheca rebeccae
57200,Noblella bagrecito
57224,Phrynopus peruanus
58563,Lithobates bwana
61829,Phrynopus bufoides
130481421,Pristimantis cruciocularis
135751,Pristimantis ornatus
135756,Cochranella erminea
135833,Gastrotheca antoniiochoai
135854,Pristimantis caeruleonotus
135900,Pristimantis albertus
136061,Pristimantis cordovae
136116,Pristimantis chimu
136132,Pristimantis pardalinus
158538,Phrynopus auriculatus
164791,Pristimantis lucasi
78500940,Gastrotheca nebulanastes
78500943,Gastrotheca pachachacae
78517604,Boana gladiator
91951423,Noblella chirihampatu
111351487,Lynchius oblitus
114106232,Dendropsophus vraemi
78526171,Oreobates lehri
54985,Cochranella resplendens
88975754,Ranitomeya reticulata
88433159,Pristimantis rhabdolaemus
78504623,Rulyrana saxiscandens
55371,Hemiphractus scutatus
56049,Trachycephalus jordani
87763480,Oreobates amarakaeri
54548,Atelopus seminiferus
55182,Ranitomeya fantastica
56526,Pristimantis cosnipatae
56720,Pristimantis lindae
56941,Pristimantis salaputium
57207,Phrynopus dagmarae
57210,Phrynopus heimorum
57214,Phrynopus kauneorum
57229,Phrynopus thompsoni
61830,Phrynopus paucari
61831,Phrynopus pesantesi
135817,Pristimantis meridionalis
135826,Phrynopus tautzorum
135852,Phrynopus oblivius
136006,Phrynopus kotosh
136047,Oreobates ayacucho
158539,Phrynopus tribulosus
161800,Noblella peruviana
190984,Qosqophryne gymnotis
190986,Bryophryne zonalis
193430,Ranitomeya summersi
193431,Ranitomeya benedicta
18435514,Phrynopus miroslawae
18435518,Phrynopus nicoleae
77187888,Ameerega yoshina
78456124,Bryophryne abramalagae
78456577,Qosqophryne flammiventris
78534591,Phrynopus chaparroi
78534594,Phrynopus curator
78534606,Phrynopus lechriorhynchus
78550311,Pristimantis padiali
78584863,Ranitomeya yavaricola
88380860,Oreobates granulosus
89183310,Noblella madreselva
55794,Osteocephalus fuscifacies
56691,Pristimantis katoptroides
107283813,Pristimantis pluvialis
112690622,Pristimantis ashaninka
114104884,Pristimantis attenboroughi
158472,Pristimantis leucorrhinus
61806,Pristimantis aniptopalmatus
59565,Herpele squalostoma
21567301,Atelopus loettersi
54999,Nymphargus truebae
77187759,Ameerega altamazonica
54506,Atelopus erythropus
54616,Nannophryne corynetes
54974,Nymphargus ocellatus
55047,Leucostethus argyrogaster
55169,Hyloxalus azureiventris
55214,Ameerega bassleri
55219,Ameerega cainarachi
55232,Ameerega pongoensis
55234,Ameerega rubriventris
55236,Ameerega silverstonei
57201,Phrynopus barthlenae
57213,Phrynopus juninensis
57218,Phrynopus montium
61807,Pristimantis bipunctatus
61810,Oreobates lundbergi
61819,Pristimantis stictogaster
135886,Nymphargus mixomaculatus
136034,Bryophryne bustamantei
199972,Phyllonastes duellmani
77187813,Ameerega pepperi
78457419,Centrolene sabini
78534587,Phrynopus badius
78535863,Phrynopus vestigiatus
89255161,Phrynopus daemon
89183170,Bryophryne bakersfield
115792225,Phrynopus lapidoides
115792235,Phrynopus unchog
199971,Pristimantis sagittulus
135882,Rhinella manu
54552,Atelopus siranus
55840,Callimedusa baltea
57202,Phrynopus bracki
61753,Rhinella multiverrucosa
158545,Atelopus oxapampae
252266143,Rhinella iserni
78903749,Dendropsophus bifurcus
78490969,Dendropsophus riveroi
87738003,Pristimantis acuminatus
114106467,Bryophryne phuyuhampatu
114106772,Phrynopus anancites
114106920,Phrynopus capitalis
114106982,Phrynopus dumicola
114107064,Phrynopus personatus
55799,Osteocephalus mutabor
154108581,Phyllomedusa camba
80386509,Hyperolius bocagei
76317611,Hyperolius dartevellei
58570,Nidirana chapaensis
43340087,Ichthyophis nguyenorum
54645,Ingerophrynus galeatus
58976,Kurixalus baliogaster
136069,Leptobrachium mouhoti
57558,Leptobrachium pullum
48101669,Leptobrachella firthi
57576,Leptobrachella tuberosa
88340811,Limnonectes dabanus
58337,Limnonectes gyldenstolpei
135880,Limnonectes poilani
88370789,Nanorana aenea
58555,Odorrana banaorum
57586,Megophrys microstoma
16129,Paramesotriton deloustali
58993,Rhacophorus exechopygus
135986,Rhacophorus kio
59010,Rhacophorus orlovi
187827,Theloderma lateriticum
55335,Gastrotheca galeata
89250730,Hyperolius viridiflavus
185794,Chiasmocleis devriesi
54927,Centrolene muelleri
112716175,Capensibufo deceptus
112716189,Capensibufo magistratus
112716203,Capensibufo selenophos
55850,Callimedusa duellmani
59516,Caecilia inca
113259295,Amietia moyerorum
113259478,Amietia nutti
45331497,Amietia fuscigula
58189,Amietia ruwenzorica
58191,Amietia wittei
89250666,Hyperolius papyri
113256871,Amietia chapini
58185,Amietia desaegeri
112689481,Ameerega shihuemoy
56088,Hyperolius jynx
88127659,Rhacophorus indonesiensis
42862906,Platymantis biak
56950,Pristimantis savagei
55665,Dendropsophus stingi
55306,Hyla nicefori
54767,Rhinella sternosignata
57338,Telmatobius fronteriensis
56683,Pristimantis johannesdei
113264486,Amietia tenuoplicata
80022750,Telmatobius laevis
55145,Hyloxalus saltuarius
55427,Hyloscirtus callipeza
55087,Colostethus furviventris
54900,Centrolene acanthidiocephalum
54929,Centrolene paezorum
100099193,Pristimantis stictus
135744,Telmatobius chusmisensis
59531,Caecilia tenuissima
59217,Bolitoglossa walkeri
56947,Pristimantis sanguineus
56962,Pristimantis signifer
55164,Hyloxalus vergeli
55656,Hyloscirtus simmonsi
78550353,Pristimantis quicato
56738,Pristimantis maculosus
56718,Pristimantis lichenoides
56871,Pristimantis polychrus
57015,Pristimantis tribulosus
57011,Pristimantis torrenticola
57032,Pristimantis veletis
56929,Pristimantis ruedai
81646342,Atelopus ebenoides
55001,Cochranella xanthocheridia
136027,Bolitoglossa tatamae
61764,Cochranella mache
54562,Atelopus walkeri
78459071,Cryptobatrachus conditus
56904,Pristimantis renjiforum
78586339,Silverstoneia minutissima
78586360,Silverstoneia punctiventris
78586324,Silverstoneia minima
78586320,Silverstoneia gutturalis
59206,Bolitoglossa silverstonei
59506,Caecilia bokermanni
56144,Hyperolius hutsebauti
78500967,Gastrotheca phelloderma
58176,Xenopus longipes
50924701,Ectopoglossus astralogaster
58017,Synapturanus rabus
113788406,Tepuihyla tuberculosa
89186727,Cardioglossa inornata
56792,Niceforonia nigrovittata
59523,Caecilia orientalis
56320,Alsodes valdiviensis
55599,Hyloscirtus phyllognathus
119241824,Hynobius unisacculus
89257302,Xenopus fraseri
18435553,Alsodes norae
135985,Rhinella yanachaga
76338162,Telmatobufo ignotus
57211,Phrynopus horstpauli
56090,Arlequinus krebsi
74724558,Phrynobatrachus jimzimkusi
57439,Mantella bernhardi
57446,Mantella madagascariensis
57447,Mantella manery
57450,Mantella pulchra
57454,Mantidactylus albofrenatus
57457,Mantidactylus ambohimitombi
57498,Mantidactylus madecassus
135792,Mantidactylus bourgati
