iucn_sid,habs,max_depth
69182988,"9_2, 9_8_4, 9_8",< 200 m
69183023,"9_2, 9_8_1, 9_8, 9_10, 12_1",< 200 m
69183093,"9_2, 9_4, 9_8",< 200 m
69538564,"9_2, 9_3, 9_4",< 200 m
69538573,9_4,< 200 m
69538576,"9_2, 9_4",< 200 m
69538579,"9_3, 9_4",< 200 m
69538589,"9_2, 9_4, 9_5, 9_8",< 200 m
69539228,"9_4, 9_5, 9_6",< 200 m
69539262,"9_4, 9_5, 9_6, 9_10",< 200 m
69539271,"9_4, 9_5, 9_6",< 200 m
69539284,"9_4, 9_5, 9_6, 9_8",< 200 m
69539293,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
69539322,"9_3, 9_8",< 200 m
69539343,"9_8_4, 9_8",< 200 m
69539356,"9_3, 9_4, 9_5, 9_8",< 200 m
69539374,"9_3, 9_4, 9_8_4, 9_8_5, 9_8_6, 9_9",< 200 m
69539421,"9_4, 9_5, 9_6, 9_8",< 200 m
69539499,"9_3, 9_4, 9_8",< 200 m
69539506,"9_4, 9_8_4, 9_8, 12_7",< 200 m
69539564,"9_4, 9_8_3, 9_8_5, 9_8",< 200 m
69539571,"9_3, 9_4, 9_8_5, 9_8_6, 9_8",< 200 m
69539597,"9_4, 9_8_5, 9_8, 9_9",< 200 m
69539611,"9_8_5, 9_8_6, 9_8",< 200 m
69539627,"9_4, 9_8_4, 9_8",< 200 m
69544768,"9_4, 9_8",< 200 m
69544771,"9_3, 9_4",< 200 m
69544846,9_3,< 200 m
69544955,"9_2, 9_7",< 200 m
69545233,"9_2, 9_8",< 200 m
69545271,"9_2, 9_8",< 200 m
69545286,"9_2, 9_3, 9_4, 9_8",< 200 m
69545298,"9_2, 9_3, 9_4, 9_8, 9_9",< 200 m
69545310,"9_3, 9_4, 9_8",< 200 m
69545322,"9_2, 9_3, 9_4, 9_8",< 200 m
69545329,"9_2, 9_3, 9_4, 9_8",< 200 m
69545332,"9_4, 9_8",< 200 m
69545347,"9_2, 9_3, 9_4, 9_8",< 200 m
69545360,"9_2, 9_3, 9_4, 9_8, 12_6",< 200 m
69545393,"9_3, 9_4, 9_8",< 200 m
69545420,9_8,< 200 m
69545432,9_8,< 200 m
69545437,"9_2, 9_3, 9_8, 12_6",< 200 m
69545446,"9_8_3, 9_8",< 200 m
69545454,9_8,< 200 m
69545457,"9_8_1, 9_8_4, 9_8_6, 9_8",< 200 m
69545475,"9_8_3, 9_8",< 200 m
69545484,"9_8, 12_6",< 200 m
69545534,"9_2, 9_8",< 200 m
69545542,"9_8_4, 9_8",< 200 m
69545545,"9_2, 9_3, 9_8",< 200 m
69545550,"9_2, 9_3",< 200 m
69545557,"9_2, 9_3",< 200 m
69583335,"9_2, 9_8_2, 9_8_3, 9_8",< 200 m
69583348,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8, 12_6",< 200 m
69583361,9_2,< 200 m
69583368,9_2,< 200 m
69583371,"9_8_3, 9_8",< 200 m
69583382,"9_8_4, 9_8_6, 9_8, 12_6",< 200 m
69583393,"9_8_2, 9_8_3, 9_8",< 200 m
69583400,"9_8_2, 9_8_3, 9_8_6, 9_8",< 200 m
69583407,"9_2, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
69583414,"9_2, 9_8_2, 9_8_3, 9_8_4, 9_8, 12_6",< 200 m
69583417,"9_2, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
69583420,"9_2, 9_8_4, 9_8",< 200 m
69583423,9_8,< 200 m
69583426,"9_2, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
69583433,"9_2, 9_8, 12_6",< 200 m
69583436,"9_2, 9_8_5, 9_8",< 200 m
69583439,"9_8_2, 9_8_3, 9_8_5, 9_8_6, 9_8",< 200 m
69583442,"9_2, 9_8_4, 9_8_5, 9_8, 12_6",< 200 m
69583447,"9_8_6, 9_8",< 200 m
69583454,"9_8_4, 9_8",< 200 m
69583457,"9_8_4, 9_8",< 200 m
69583460,"9_8_3, 9_8",< 200 m
69583463,"9_8_4, 9_8",< 200 m
69583466,"9_8_1, 9_8_2, 9_8_3, 9_8",< 200 m
69584026,"9_2, 9_3, 9_4, 9_8",< 200 m
69584035,9_8,< 200 m
69584048,"9_2, 9_8",< 200 m
69584098,9_8,< 200 m
69584101,9_2,< 200 m
69584331,"9_2, 11_1_1, 11_5",200 m +
69584359,"9_2, 9_8, 11_1_1, 11_5",200 m +
69584395,"9_2, 9_4, 9_8",< 200 m
69584403,"9_2, 9_5, 9_8",< 200 m
69584408,"9_2, 9_8",< 200 m
69584417,9_8,< 200 m
69584420,9_2,< 200 m
69584428,9_8,< 200 m
69584431,"9_2, 11_1_1",200 m +
69584435,"9_2, 9_8",< 200 m
69584469,9_2,< 200 m
69584488,9_2,< 200 m
69584519,"9_2, 9_8, 11_1_1",200 m +
69584524,"9_2, 9_8, 11_1_1",200 m +
69584537,9_2,< 200 m
69584560,"9_2, 9_8",< 200 m
69584566,9_2,< 200 m
69584573,"9_8_4, 9_8",< 200 m
69584835,"9_8_4, 9_8",< 200 m
69585676,9_8,< 200 m
69585696,9_2,< 200 m
69586094,9_8,< 200 m
69586372,"9_2, 9_8",< 200 m
69586671,9_2,< 200 m
69587098,9_2,< 200 m
69587107,9_2,< 200 m
69587178,9_2,< 200 m
69587263,"9_2, 11_1_1",200 m +
69587773,9_8,< 200 m
69588014,9_8,< 200 m
69588682,9_3,< 200 m
69588709,"9_2, 9_3, 9_8",< 200 m
69588731,9_2,< 200 m
69588764,"9_2, 9_4",< 200 m
69588828,"9_2, 9_3, 9_4, 9_8",< 200 m
69588900,11_1_1,200 m +
69588906,"9_2, 9_3, 9_8",< 200 m
69588920,"9_2, 11_1_1",200 m +
69588949,9_2,< 200 m
69588952,9_2,< 200 m
69588988,"9_2, 9_8",< 200 m
69588992,9_8,< 200 m
69589013,9_2,< 200 m
69589017,9_8,< 200 m
69589036,9_8,< 200 m
69589636,"9_8_1, 9_8_2, 9_8_3, 9_8",< 200 m
69590149,9_8,< 200 m
69590390,9_2,< 200 m
69590668,9_8,< 200 m
69590742,9_8,< 200 m
69590801,9_8,< 200 m
69590820,9_2,< 200 m
69590843,9_2,< 200 m
69590885,9_2,< 200 m
69590936,"9_2, 9_8",< 200 m
69590949,9_2,< 200 m
69590965,9_2,< 200 m
69590993,9_8,< 200 m
69591007,9_8,< 200 m
69591014,9_8,< 200 m
69591045,9_8,< 200 m
69591058,"9_2, 9_8",< 200 m
69591446,9_8,< 200 m
69591538,"9_3, 9_4, 9_8",< 200 m
69591554,9_8,< 200 m
69591645,9_2,< 200 m
69591683,"9_2, 9_3, 9_8",< 200 m
69591708,"9_2, 9_3",< 200 m
69591715,"9_2, 9_8, 11_1_1",200 m +
69591773,9_2,< 200 m
69591800,"9_2, 9_3, 9_8",< 200 m
69591811,9_8,< 200 m
69591878,9_8,< 200 m
69591923,9_2,< 200 m
69591978,9_8,< 200 m
69592012,9_8,< 200 m
69592021,"9_8_4, 9_8",< 200 m
69592038,9_8,< 200 m
69592051,9_8,< 200 m
69592060,9_8,< 200 m
69592071,9_8,< 200 m
69592082,9_8,< 200 m
69592095,"9_2, 9_4, 9_8",< 200 m
69689070,"9_7, 9_8, 9_9",< 200 m
69689242,"9_8, 9_9",< 200 m
69689424,"9_8, 9_9",< 200 m
69689554,"9_7, 9_8, 9_9",< 200 m
69689777,"9_8, 9_9, 12_7",< 200 m
69690025,"9_4, 9_8, 9_9, 9_10, 12_7",< 200 m
69690275,9_8,< 200 m
69690665,9_10,< 200 m
69738690,"9_8_3, 9_8_4, 9_8",< 200 m
69738727,"9_8_1, 9_8_3, 9_8_4, 9_8",< 200 m
69738738,"9_8_3, 9_8_4, 9_8",< 200 m
69738808,"9_3, 9_4, 9_8, 12_7",< 200 m
69738881,9_8,< 200 m
69738927,9_8,< 200 m
69738933,"9_8_3, 9_8_4, 9_8",< 200 m
69738962,"9_7, 9_8",< 200 m
69738986,"9_4, 9_10",< 200 m
69739558,"9_4, 9_8_1, 9_8_4, 9_8",< 200 m
69739591,9_4,< 200 m
69739648,"9_3, 9_4",< 200 m
69739708,"9_2, 9_4, 9_5, 9_6, 9_8",< 200 m
69739731,9_8,< 200 m
69739816,"9_4, 9_8",< 200 m
69739933,"9_2, 9_4, 9_8",< 200 m
69740574,"9_8_5, 9_8",< 200 m
69740648,9_8,< 200 m
69740837,"9_8_5, 9_8, 12_2",< 200 m
69740861,"9_8_5, 9_8_6, 9_8",< 200 m
69740895,"9_8_1, 9_8_4, 9_8",< 200 m
69741115,"9_2, 9_8_4, 9_8",< 200 m
69741187,"11_1_1, 11_1_2",200 m +
69741220,"9_3, 9_6, 11_1_1",200 m +
69741251,"9_3, 9_5",< 200 m
69741345,11_1_2,200 m +
69741351,9_4,< 200 m
69741708,"11_1_2, 11_5",200 m +
69741720,9_6,< 200 m
69741856,"9_4, 9_8",< 200 m
69741907,"9_3, 9_4, 9_8",< 200 m
69741958,"9_4, 9_6, 9_8, 9_9",< 200 m
69742023,9_5,< 200 m
69743659,9_4,< 200 m
69743737,"9_4, 9_5, 9_6",< 200 m
69743759,9_4,< 200 m
69743778,9_4,< 200 m
69743867,"9_4, 9_5, 9_6",< 200 m
69743871,9_5,< 200 m
69743987,9_4,< 200 m
69744004,"9_4, 9_5, 9_6, 9_8",< 200 m
69744038,"9_4, 9_5, 9_6",< 200 m
69744154,11_1_2,200 m +
69744177,9_4,< 200 m
69744182,9_4,< 200 m
69744195,9_4,< 200 m
69744273,9_5,< 200 m
69744363,9_4,< 200 m
69744396,"9_4, 9_5, 9_6",< 200 m
69744444,9_5,< 200 m
69745130,"9_6, 11_1_2",200 m +
69778452,"9_4, 9_5, 9_6, 11_1_2",200 m +
69778589,11_1_2,200 m +
69778885,11_1_2,200 m +
69778947,9_4,< 200 m
69779049,11_1_2,200 m +
69779213,"9_6, 11_1_2",200 m +
69779346,"9_4, 9_5, 9_6",< 200 m
69779492,9_4,< 200 m
69779572,"9_3, 9_8",< 200 m
69779611,"9_2, 9_3, 9_4",< 200 m
69779638,"9_3, 9_4",< 200 m
69779647,"9_3, 9_4",< 200 m
69779662,"9_4, 9_8",< 200 m
69779925,"9_8_1, 9_8_4, 9_8",< 200 m
69779937,"9_4, 9_8",< 200 m
69779969,"9_3, 9_4, 9_8",< 200 m
69779983,"9_2, 9_3, 9_4, 9_8",< 200 m
69780030,"9_4, 9_8",< 200 m
69780099,9_4,< 200 m
69780323,"9_3, 9_4, 9_8",< 200 m
69780344,9_8,< 200 m
69780365,"9_4, 9_8",< 200 m
69780520,"9_3, 9_4, 9_5, 9_9, 9_10",< 200 m
69781742,"9_4, 9_5, 9_6, 9_8",< 200 m
69781826,"9_4, 9_5, 9_6",< 200 m
69781901,"9_4, 9_8",< 200 m
69786726,9_4,< 200 m
69786877,"9_4, 9_5, 9_6",< 200 m
69787135,"9_2, 9_3, 9_4, 9_8, 12_7",< 200 m
69787355,"9_4, 9_8",< 200 m
69787466,"9_4, 9_5, 9_6",< 200 m
69789503,"9_4, 9_5, 9_6, 9_8",< 200 m
69789808,9_4,< 200 m
69789961,"9_4, 9_5, 9_6",< 200 m
69790273,"9_2, 9_4, 9_8",< 200 m
69790309,"9_3, 9_4, 9_8",< 200 m
69790438,"9_4, 9_8_4, 9_8",< 200 m
69790649,"9_2, 9_4, 9_8",< 200 m
69790740,"9_3, 9_4, 9_8_4, 9_8",< 200 m
69793032,9_8,< 200 m
69793068,9_8,< 200 m
69793201,9_8,< 200 m
69793403,"9_8_4, 9_8",< 200 m
69793471,"9_2, 9_3, 9_5",< 200 m
69793564,9_8,< 200 m
69793633,"9_4, 9_8_4, 9_8",< 200 m
69793953,"9_8_4, 9_8_6, 9_8",< 200 m
69794152,"9_3, 9_4, 9_8_5, 9_8_6, 9_8",< 200 m
69794251,9_4,< 200 m
69797761,9_4,< 200 m
69797998,11_5,200 m +
69798179,"9_2, 9_8",< 200 m
69798315,"9_2, 9_3, 9_8_4, 9_8_6, 9_8",< 200 m
69798438,"9_2, 9_3, 9_4, 9_8",< 200 m
69798514,11_5,200 m +
69798571,9_3,< 200 m
69798967,9_4,< 200 m
69799144,9_4,< 200 m
69799447,"9_2, 9_8",< 200 m
69799689,"9_2, 9_8",< 200 m
69799861,"9_2, 9_8",< 200 m
69800019,"9_2, 9_8",< 200 m
69800178,9_2,< 200 m
69800282,"9_2, 9_3",< 200 m
69800391,"9_2, 9_8",< 200 m
69800498,"9_2, 9_8",< 200 m
69800704,"9_4, 9_8",< 200 m
69917385,"9_2, 9_3",< 200 m
69917415,11_5,200 m +
69917655,11_1_1,200 m +
69917664,11_1_1,200 m +
69917722,"9_2, 9_8",< 200 m
69917860,9_8,< 200 m
69917918,"9_2, 9_8",< 200 m
69918183,"9_2, 9_8_4, 9_8",< 200 m
69918242,9_8,< 200 m
69918395,"9_2, 9_3, 9_4, 9_8",< 200 m
69918402,"9_8_3, 9_8",< 200 m
69918506,"9_2, 9_3, 9_8",< 200 m
69918527,"9_2, 9_8",< 200 m
69918570,"9_3, 9_4, 9_8",< 200 m
69918587,"9_2, 9_8_3, 9_8",< 200 m
69918624,"9_2, 9_3, 9_8_6, 9_8",< 200 m
69918815,9_8,< 200 m
69918902,"9_2, 9_3, 9_8",< 200 m
69918967,"9_2, 9_3, 9_8_4, 9_8",< 200 m
69919009,"9_4, 9_5, 9_6",< 200 m
69919036,"9_2, 9_3, 9_4, 9_5, 9_6, 9_8_4, 9_8, 9_10",< 200 m
69919214,"9_2, 9_8",< 200 m
69919230,"9_3, 9_8_6, 9_8",< 200 m
69919253,"9_3, 9_8",< 200 m
69919266,9_8,< 200 m
69919546,9_8,< 200 m
69919569,9_8,< 200 m
69919731,"9_2, 9_8",< 200 m
69920041,"9_2, 9_3, 9_8_6, 9_8",< 200 m
69920173,"9_2, 9_8_4, 9_8",< 200 m
69920296,"9_2, 9_3, 9_4, 9_8_4, 9_8",< 200 m
69920346,"9_2, 9_8",< 200 m
69920774,"9_4, 9_5, 9_6",< 200 m
69921147,9_8,< 200 m
69921254,"9_2, 9_3, 9_8, 9_9",< 200 m
69921994,"9_3, 9_8",< 200 m
69922114,"9_2, 9_3, 9_8, 9_9, 9_10",< 200 m
69922164,"9_8, 9_9",< 200 m
69922228,"9_2, 9_8",< 200 m
70010111,"9_2, 9_3, 9_8",< 200 m
70010234,9_8,< 200 m
70010260,"9_2, 9_3",< 200 m
70010275,"9_4, 9_5, 9_8",< 200 m
70010402,"9_2, 9_3, 9_8",< 200 m
70010437,"9_2, 9_8",< 200 m
70010557,"9_3, 9_4, 9_8",< 200 m
70010615,"9_2, 9_3, 9_4, 9_5, 9_6, 9_8, 9_9, 9_10",< 200 m
70010721,"9_2, 9_3, 9_8, 9_10",< 200 m
70010872,"9_2, 9_8",< 200 m
70010936,"9_4, 9_5, 9_6, 9_8, 9_9, 9_10",< 200 m
70010999,"9_2, 9_8",< 200 m
70011018,"9_2, 9_3, 9_8",< 200 m
70011147,"9_2, 9_3, 9_8",< 200 m
70011154,"9_2, 9_8",< 200 m
70011163,"9_2, 9_8",< 200 m
70011310,"9_2, 9_3, 9_8",< 200 m
70011384,"9_2, 9_3, 9_4, 9_8",< 200 m
70011518,"9_2, 9_3, 9_4, 9_8, 9_9, 9_10",< 200 m
70011534,"9_2, 9_3, 9_4, 9_8",< 200 m
70011608,"9_2, 9_4",< 200 m
70011736,9_4,< 200 m
70102294,12_2,< 20 m
70102306,12_2,< 20 m
70102569,12_2,< 20 m
70679787,"9_1, 9_2, 9_4, 9_5, 9_6, 9_8",< 200 m
70680197,"9_1, 9_2, 9_4, 9_5, 9_6",< 200 m
70680908,"9_1, 9_2, 9_4, 9_5, 9_6",< 200 m
70681387,"11_1_1, 11_1_2",200 m +
70682232,"9_4, 9_5, 9_8_4, 9_8, 9_10, 12_4, 12_7",< 200 m
70682503,"9_4, 9_5, 9_6, 9_8",< 200 m
70686656,"9_2, 9_4, 9_9, 9_10, 10_1",200 m +
70688138,"9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
70688333,"11_1_1, 11_1_2",200 m +
71776946,12_2,< 20 m
71784185,13_1,unknown
71942692,"10_2, 11_1_1, 11_1_2",200 m +
72497402,"9_4, 9_5",< 200 m
73228856,13_1,unknown
73230624,13_1,unknown
74995767,13_1,unknown
75143569,"9_4, 9_5, 9_6, 9_10",< 200 m
75146277,"9_4, 9_5, 9_6",< 200 m
75147101,"9_4, 9_5, 9_6",< 200 m
75147549,9_6,< 200 m
75150150,9_1,< 200 m
75153246,"9_1, 9_8, 10_1",200 m +
75153576,"9_1, 9_8, 9_10, 10_1",200 m +
75153687,"9_1, 10_1",200 m +
75153777,"9_4, 9_5, 9_6, 10_1, 12_4",200 m +
75153870,9_1,< 200 m
75154011,9_1,< 200 m
75154879,"9_1, 9_8_4",< 200 m
75155119,"9_1, 9_5, 10_1",200 m +
75155148,9_1,< 200 m
75155263,"9_1, 9_4, 10_1, 12_2",200 m +
75155303,"9_1, 9_10, 10_1, 12_7",200 m +
75155644,"9_1, 9_10, 12_7",< 200 m
75155918,"9_1, 9_10",< 200 m
75156420,"9_1, 9_10",< 200 m
75156473,"9_1, 9_9, 9_10, 12_7",< 200 m
75156647,"9_1, 9_10",< 200 m
75157241,"11_1_1, 11_1_2",200 m +
75159326,"9_4, 9_5, 9_6",< 200 m
75159378,"9_2, 9_4, 9_5, 9_6, 9_8, 12_6, 12_7",< 200 m
75306207,12_3,< 20 m
75306850,12_2,< 20 m
75308180,12_2,< 20 m
75308752,12_2,< 20 m
75316425,"12_1, 12_2, 12_3",< 20 m
75318343,12_3,< 20 m
75319032,12_1,< 20 m
75320046,"12_1, 12_2, 12_3, 13_1",< 20 m
75545589,9_4,< 200 m
75545605,"9_4, 9_9, 9_10",< 200 m
75545675,"9_5, 9_10",< 200 m
75547064,9_10,< 200 m
75548420,"9_10, 12_5",< 200 m
75550952,9_4,< 200 m
75553541,"9_4, 9_5, 9_6, 9_8",< 200 m
75553587,"9_4, 9_5, 9_6",< 200 m
75553602,"9_4, 9_5, 9_6",< 200 m
75553913,"9_4, 9_5, 9_6",< 200 m
75554336,"9_3, 9_4, 9_5, 9_6",< 200 m
75555773,9_5,< 200 m
75555802,9_5,< 200 m
75555966,9_10,< 200 m
75556569,"9_4, 9_5, 9_6",< 200 m
75556671,"9_2, 9_4, 9_7, 9_9",< 200 m
75606425,13_1,unknown
75607290,12_3,< 20 m
76113976,12_1,< 20 m
77129484,"9_8, 9_10, 12_6",< 200 m
77129706,"9_4, 9_10",< 200 m
77130370,"9_2, 9_3, 9_4",< 200 m
78278227,"9_10, 12_5",< 200 m
78314214,12_5,< 20 m
78591292,13_1,unknown
78680592,13_1,unknown
78748407,9_2,< 200 m
78749198,"9_8_6, 9_8",< 200 m
78763353,"9_2, 9_7",< 200 m
78763607,"9_2, 9_7",< 200 m
78763614,"9_2, 9_7, 9_8",< 200 m
78763643,"9_2, 9_3, 9_7",< 200 m
78763727,"9_2, 9_7",< 200 m
78763977,"9_2, 9_7, 9_9",< 200 m
78764148,"9_2, 9_3",< 200 m
78764186,"9_2, 9_7",< 200 m
78764274,9_8,< 200 m
78764384,"9_2, 9_7",< 200 m
78764677,9_2,< 200 m
78764711,9_2,< 200 m
78764797,9_2,< 200 m
78768961,"9_2, 9_7",< 200 m
78768971,"9_2, 9_8",< 200 m
78768975,"9_2, 9_7",< 200 m
78768980,"9_2, 9_7",< 200 m
78769001,"9_2, 9_7",< 200 m
78769011,"9_2, 9_7",< 200 m
78769674,"9_2, 9_4, 9_7",< 200 m
78769692,"9_2, 9_7",< 200 m
78769871,"9_2, 9_7",< 200 m
78769875,"9_2, 9_7",< 200 m
78771080,"9_2, 9_7",< 200 m
78771094,"9_2, 9_7",< 200 m
78771101,"9_2, 9_7",< 200 m
78771163,"9_2, 9_8",< 200 m
78771325,9_2,< 200 m
78771329,"9_2, 9_7, 9_8",< 200 m
78771388,"9_2, 9_4, 9_7",< 200 m
78771440,9_8,< 200 m
78771516,9_2,< 200 m
78771528,"9_2, 9_7",< 200 m
78771575,"9_2, 9_7",< 200 m
78771579,"9_2, 9_7",< 200 m
78771583,9_2,< 200 m
78771608,9_2,< 200 m
78771632,"9_2, 9_7",< 200 m
78771692,"9_2, 9_7",< 200 m
78771696,"9_2, 9_7",< 200 m
78771700,"9_2, 9_7",< 200 m
78771710,9_2,< 200 m
78772043,9_2,< 200 m
78772221,"9_2, 9_7",< 200 m
78772250,"9_2, 9_8_6, 9_8",< 200 m
78772274,"9_2, 9_8",< 200 m
78772279,"9_2, 9_7",< 200 m
78772302,"9_2, 9_7",< 200 m
79146871,13_1,unknown
79711881,"9_4, 9_5, 9_6, 9_10",< 200 m
79800053,"9_2, 9_3, 9_8",< 200 m
79800103,"9_2, 9_8",< 200 m
79800116,"9_2, 9_8",< 200 m
79800135,"9_2, 9_8",< 200 m
79800159,9_2,< 200 m
79800168,"9_2, 11_1_1",200 m +
79800178,"9_2, 12_1",< 200 m
79800188,9_2,< 200 m
79800214,"9_2, 9_8, 12_1",< 200 m
79800251,"9_4, 9_5, 9_6",< 200 m
79800315,"9_4, 9_5, 9_6",< 200 m
79800379,"9_5, 9_6",< 200 m
79800448,"9_2, 9_9",< 200 m
79800470,"9_9, 9_10",< 200 m
79800500,"9_2, 9_9, 9_10",< 200 m
79800513,"9_2, 9_8",< 200 m
79800524,"9_2, 9_9",< 200 m
79800552,9_2,< 200 m
79800562,9_2,< 200 m
79800582,9_4,< 200 m
79800594,9_2,< 200 m
79800615,9_2,< 200 m
79800624,"9_2, 9_9, 9_10",< 200 m
79800643,9_2,< 200 m
79800670,"9_2, 9_9, 9_10",< 200 m
79800687,"9_2, 9_7, 9_9, 9_10",< 200 m
79800718,9_2,< 200 m
79800801,"9_2, 9_9",< 200 m
79800812,9_2,< 200 m
79800879,"9_4, 9_9",< 200 m
79801034,9_4,< 200 m
79801074,9_9,< 200 m
79801089,"9_2, 9_8",< 200 m
79801109,9_2,< 200 m
79801139,"9_2, 9_8",< 200 m
79801152,"9_2, 9_4, 9_8, 9_9",< 200 m
79801482,"9_9, 12_7",< 200 m
79802334,9_2,< 200 m
79802460,"9_4, 9_10",< 200 m
79802677,9_8,< 200 m
79802705,9_8,< 200 m
79802886,"9_9, 9_10, 12_7",< 200 m
79802913,9_9,< 200 m
79802989,"9_4, 9_9",< 200 m
79803001,"9_4, 9_5, 9_6, 9_9",< 200 m
79803027,"9_4, 9_5, 9_6, 9_10",< 200 m
79803041,"9_8, 9_9",< 200 m
79803091,9_4,< 200 m
79803102,"9_4, 9_8_4, 9_8, 9_9",< 200 m
79803143,9_4,< 200 m
79803162,9_8,< 200 m
79803203,"9_9, 9_10",< 200 m
79803225,9_9,< 200 m
79803245,"9_2, 9_4",< 200 m
79803311,9_4,< 200 m
79914128,13_1,unknown
79919017,12_5,< 20 m
79928337,12_5,< 20 m
80091537,13_1,unknown
80092456,13_1,unknown
80212535,13_1,unknown
80220991,13_1,unknown
80606791,12_4,< 20 m
80671020,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
81909538,"9_4, 9_5, 9_6, 9_10",< 200 m
81909791,9_1,< 200 m
81916148,"9_2, 9_5, 9_8, 12_7",< 200 m
81916170,"9_2, 9_8",< 200 m
81916521,"9_5, 9_8",< 200 m
81916633,"9_2, 9_3, 9_4, 9_9",< 200 m
82031425,"9_1, 9_10",< 200 m
82031633,"9_1, 9_2, 9_3, 9_4, 9_5, 9_6, 9_8, 9_9, 9_10, 12_7",< 200 m
82031667,10_1,200 m +
82124938,"10_2, 10_3",deep oceanic
82125026,10_2,200 m +
82125080,10_1,200 m +
82125112,10_2,200 m +
82125176,10_2,200 m +
82125274,10_2,200 m +
82125351,"9_2, 9_3, 9_4, 10_1",200 m +
82125424,"9_2, 9_3, 9_4, 10_1",200 m +
82125464,"10_2, 10_3",deep oceanic
82302860,9_8,< 200 m
82303284,"9_2, 9_8",< 200 m
82303816,"9_2, 9_8",< 200 m
82304194,9_8,< 200 m
82304256,9_8,< 200 m
82306863,"9_2, 9_3",< 200 m
82306982,"9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
82308445,"11_1_1, 11_1_2",200 m +
82308484,"9_2, 9_8",< 200 m
82308681,"9_2, 9_8",< 200 m
82308810,"9_2, 9_3",< 200 m
82308832,"9_2, 9_8",< 200 m
82308861,"9_8, 12_6",< 200 m
82308892,9_2,< 200 m
82626288,"9_1, 10_1, 10_2",200 m +
82958616,"9_10, 12_7",< 200 m
82960375,"12_5, 12_6",< 20 m
83130397,9_10,< 200 m
83284529,"9_2, 9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
83410134,"12_1, 12_2, 13_1",< 20 m
83466958,13_1,unknown
83476692,13_1,unknown
83489970,13_1,unknown
83503045,13_1,unknown
83504456,13_1,unknown
83610391,13_1,unknown
83644345,13_1,unknown
83650696,13_1,unknown
83650727,13_1,unknown
83659878,12_1,< 20 m
83660091,13_1,unknown
83660098,13_1,unknown
83662242,12_5,< 20 m
83662246,13_1,unknown
83662270,15_13,< 200 m
83662499,"12_4, 12_5",< 20 m
84254812,13_1,unknown
84372765,13_1,unknown
84374370,13_1,unknown
84374648,13_1,unknown
84374839,13_1,unknown
84376261,12_4,< 20 m
84535270,13_1,unknown
84740040,13_1,unknown
84741020,13_1,unknown
84784918,"9_1, 9_4, 9_8",< 200 m
84785231,"9_4, 9_5, 9_6",< 200 m
84829818,13_1,unknown
84939369,13_1,unknown
84939687,13_1,unknown
85281866,9_10,< 200 m
85342710,9_10,< 200 m
85751841,13_1,unknown
85841445,13_1,unknown
85841482,13_1,unknown
85841585,13_1,unknown
85843424,13_1,unknown
85846012,13_1,unknown
86186302,13_1,unknown
86186319,13_1,unknown
86186449,"12_5, 13_1",< 20 m
86200448,13_1,unknown
86859911,"12_2, 12_3, 12_4, 12_5",< 20 m
87486019,13_1,unknown
87491456,13_1,unknown
87492650,13_1,unknown
87497548,13_1,unknown
87498075,13_1,unknown
87516799,"9_4, 9_5, 9_6, 9_10",< 200 m
87517463,"9_6, 9_10",< 200 m
87517472,"9_4, 9_5, 9_6, 9_10",< 200 m
87517480,"9_5, 12_6",< 200 m
87517631,"9_2, 9_4, 9_8, 9_9",< 200 m
87517661,9_4,< 200 m
87517673,"9_2, 9_8",< 200 m
87517955,"9_2, 9_4, 9_5, 9_6, 9_7, 9_8, 9_10",< 200 m
87517999,"9_2, 9_4, 9_5, 9_6, 9_8",< 200 m
87518214,"9_2, 9_8",< 200 m
87518321,"9_2, 9_5, 9_6, 9_8, 9_10, 12_7",< 200 m
87518571,9_5,< 200 m
87518590,"9_2, 9_5, 9_8, 9_10",< 200 m
87518842,9_2,< 200 m
87518901,9_5,< 200 m
87518994,"9_2, 9_8",< 200 m
87519052,"9_2, 9_4, 9_8",< 200 m
87519116,13_1,unknown
87519122,"9_2, 9_6, 9_8, 9_10, 12_7, 15_11",< 200 m
87519221,9_8,< 200 m
87519459,"9_4, 9_5, 9_6, 12_7",< 200 m
87519488,"9_2, 9_8, 9_10",< 200 m
87519575,"9_2, 9_3, 9_8",< 200 m
87519651,9_5,< 200 m
87519667,"9_2, 9_3, 9_4",< 200 m
87519779,9_5,< 200 m
87519862,"9_4, 9_5, 9_6, 9_10",< 200 m
87519884,"9_4, 9_5, 9_6",< 200 m
87519971,13_1,unknown
87520116,"9_5, 9_10",< 200 m
87520235,"9_2, 9_4, 9_8, 12_6",< 200 m
87521833,13_1,unknown
87522388,13_1,unknown
87524120,13_1,unknown
87530933,13_1,unknown
87536402,15_11,< 200 m
87538734,13_1,unknown
87540791,13_1,unknown
87542273,13_1,unknown
