iucn_sid,sciname,main_common_name,published_year,old_cat,criteria,cat,cat_score,iucn_version
46105847,Menticirrhus saxatilis,Northern Kingcroaker,2020,LC,NA,LC,0,2020-3
46106057,Odontoscion dentex,Reef Croaker,2020,LC,NA,LC,0,2020-3
46106266,Paralonchurus brasiliensis,Banded Croaker,2020,LC,NA,LC,0,2020-3
46106412,Stellifer colonensis,Colon Stardrum,2020,LC,NA,LC,0,2020-3
46106542,Umbrina coroides,Sand Drum,2020,LC,NA,LC,0,2020-3
46106621,Hypoplectrus atlahua,Jarocho Hamlet,2015,DD,NA,DD,NA,2020-3
46107486,Acentronura dendritica,West Atlantic Pygmy Pipehorse,2015,LC,NA,LC,0,2020-3
46107620,Anarchopterus criniger,Fringed Pipefish,2015,LC,NA,LC,0,2020-3
46107890,Anarchopterus tectus,Insular Pipefish,2015,LC,NA,LC,0,2020-3
46108119,Cosmocampus albirostris,White-nose Pipefish,2015,LC,NA,LC,0,2020-3
46108252,Cosmocampus brachycephalus,American Crested Pipefish,2015,LC,NA,LC,0,2020-3
46108938,Microphis brachyurus ssp. lineatus,Opossum River Pipefish,2015,DD,NA,DD,NA,2020-3
46109068,Syngnathus louisianae,Chain Pipefish,2015,DD,NA,DD,NA,2020-3
46109095,Syngnathus pelagicus,Sargassum Pipefish,2015,LC,NA,LC,0,2020-3
46109104,Synodus macrostigmus,Largespot Lizardfish,2015,LC,NA,LC,0,2020-3
46109137,Synodus bondi,Sharpnose Lizardfish,2015,LC,NA,LC,0,2020-3
46109145,Eugerres awlae,Maracaibo Mojarra,2015,LC,NA,LC,0,2020-3
46967807,Dermochelys coriacea East Pacific Ocean subpopulation,Leatherback,2013,CR,A2bd+4bd,CR,0.8,2020-3
46967817,Dermochelys coriacea West Pacific Ocean subpopulation,Leatherback,2013,CR,A2bd+4bd,CR,0.8,2020-3
46967827,Dermochelys coriacea Northwest Atlantic Ocean subpopulation,Leatherback,2019,EN,A2b,EN,0.6,2020-3
46967838,Dermochelys coriacea Southwest Atlantic Ocean subpopulation,Leatherback,2013,CR,D,CR,0.8,2020-3
46967863,Dermochelys coriacea Southwest Indian Ocean subpopulation,Leatherback,2013,CR,C2a(ii),CR,0.8,2020-3
46967873,Dermochelys coriacea Northeast Indian Ocean subpopulation,Leatherback,2013,DD,NA,DD,NA,2020-3
47136863,Crenidens macracanthus,NA,2014,DD,NA,DD,NA,2020-3
47136868,Acanthopagrus catenula,Bridled Seabream,2014,DD,NA,DD,NA,2020-3
47137241,Polysteganus mascarenensis,NA,2014,DD,NA,DD,NA,2020-3
47137303,Archosargus pourtalesii,Galápagos Seabream,2014,NT,NA,NT,0.2,2020-3
47137465,Calamus brachysomus,Pacific Porgy,2014,LC,NA,LC,0,2020-3
47137515,Calamus taurinus,Galápagos porgy,2014,NT,NA,NT,0.2,2020-3
47139706,Acanthurus tractus,Five-band Surgeonfish,2015,LC,NA,LC,0,2020-3
47139816,Protammodytes sarisa,Sand Lance,2015,DD,NA,DD,NA,2020-3
47140113,Cathorops wayuu,Wayuu Sea Catfish,2015,DD,NA,DD,NA,2020-3
47140142,Menidia clarkhubbsi,Texas Silverside,2015,DD,NA,DD,NA,2020-3
47140942,Chasmodes bosquianus,Striped Blenny,2014,LC,NA,LC,0,2020-3
47141089,Hypleurochilus geminatus,Crested Blenny,2014,LC,NA,LC,0,2020-3
47141104,Hypleurochilus pseudoaequipinnis,Oyster Blenny,2014,LC,NA,LC,0,2020-3
47141177,Hypsoblennius exstochilus,Longhorn Blenny,2014,LC,NA,LC,0,2020-3
47141289,Acanthemblemaria betinensis,Speckled Blenny,2014,LC,NA,LC,0,2020-3
47141293,Acanthemblemaria chaplini,Papillose Blenny,2014,LC,NA,LC,0,2020-3
47141351,Acanthemblemaria greenfieldi,Stalk Blenny,2014,LC,NA,LC,0,2020-3
47141354,Acanthemblemaria harpeza,Thornbush Blenny,2015,DD,NA,DD,NA,2020-3
47141401,Acanthemblemaria johnsoni,White-cheeked Blenny,2014,LC,NA,LC,0,2020-3
47141570,Acanthemblemaria maria,Secretary Blenny,2014,LC,NA,LC,0,2020-3
47141697,Acanthemblemaria medusa,Medusa Blenny,2014,LC,NA,LC,0,2020-3
47141712,Acanthemblemaria paula,Dwarf Spinyhead Blenny,2015,DD,NA,DD,NA,2020-3
47141727,Acanthemblemaria rivasi,Spotjaw Blenny,2014,LC,NA,LC,0,2020-3
47141736,Acanthemblemaria spinosa,Spinyhead Blenny,2014,LC,NA,LC,0,2020-3
47142326,Chaenopsis megalops,Pikeblenny,2014,DD,NA,DD,NA,2020-3
47142330,Chaenopsis resh,Resh Pikeblenny,2014,LC,NA,LC,0,2020-3
47142333,Chaenopsis roseola,Freckled Pikeblenny,2014,LC,NA,LC,0,2020-3
47142337,Chaenopsis stephensi,Stephen's Pikeblenny,2014,DD,NA,DD,NA,2020-3
47142899,Coralliozetus cardonae,Twinhorn Blenny,2014,LC,NA,LC,0,2020-3
47142908,Ekemblemaria nigra,Moth Blenny,2014,LC,NA,LC,0,2020-3
47142915,Emblemaria biocellata,Twospot Blenny,2014,LC,NA,LC,0,2020-3
47142918,Emblemaria caldwelli,Caribbean Blenny,2014,LC,NA,LC,0,2020-3
47142927,Emblemaria caycedoi,Colombian Blenny,2014,LC,NA,LC,0,2020-3
47142930,Emblemaria culmenis,Ridge Blenny,2014,DD,NA,DD,NA,2020-3
47142939,Emblemaria diphyodontis,Venezuelan Blenny,2015,LC,NA,LC,0,2020-3
47142944,Emblemaria hyltoni,Filament Blenny,2014,DD,NA,DD,NA,2020-3
47142954,Emblemaria vitta,Ribbon Blenny,2014,LC,NA,LC,0,2020-3
47143144,Emblemariopsis bottomei,Shorthead Blenny,2014,LC,NA,LC,0,2020-3
47143154,Emblemariopsis dianae,Orangeflag Blenny,2014,DD,NA,DD,NA,2020-3
47143163,Emblemariopsis leptocirris,Fine-cirrus Blenny,2014,LC,NA,LC,0,2020-3
47143173,Emblemariopsis occidentalis,Blackfin Blenny,2014,LC,NA,LC,0,2020-3
47143176,Emblemariopsis pricei,Seafan Blenny,2014,VU,B1ab(iii),VU,0.4,2020-3
47143206,Emblemariopsis ramirezi,Red Banner Blenny,2014,LC,NA,LC,0,2020-3
47143213,Emblemariopsis randalli,Hornless Blenny,2014,DD,NA,DD,NA,2020-3
47143216,Emblemariopsis ruetzleri,Ruetzler's Blenny,2014,LC,NA,LC,0,2020-3
47143309,Lucayablennius zingaro,Arrow Blenny,2014,LC,NA,LC,0,2020-3
47143314,Stathmonotus gymnodermis,Naked Blenny,2014,LC,NA,LC,0,2020-3
47143351,Stathmonotus tekla,Northern Eelgrass Blenny,2014,LC,NA,LC,0,2020-3
47143372,Dactylagnus peratikos,Sand Stargazer,2014,DD,NA,DD,NA,2020-3
47143381,Dactyloscopus boehlkei,Shortchin Stargazer,2014,LC,NA,LC,0,2020-3
47143391,Dactyloscopus comptus,Ornamented Stargazer,2014,LC,NA,LC,0,2020-3
47143394,Dactyloscopus crossotus,Bigeye Stargazer,2014,LC,NA,LC,0,2020-3
47143398,Dactyloscopus foraminosus,Reticulate Stargazer,2014,LC,NA,LC,0,2020-3
47143407,Dactyloscopus poeyi,Shortchin Stargazer,2014,LC,NA,LC,0,2020-3
47143421,Gillellus inescatus,Flagfin Stargazer,2014,DD,NA,DD,NA,2020-3
47143432,Gillellus jacksoni,Jackson's Stargazer,2014,LC,NA,LC,0,2020-3
47143452,Leurochilus acon,Smoothlip Stargazer,2014,LC,NA,LC,0,2020-3
47143476,Myxodagnus belone,Dartfish,2015,DD,NA,DD,NA,2020-3
47143503,Platygillellus smithi,Sailfinned Stargazer,2014,DD,NA,DD,NA,2020-3
47143512,Epigonus pectinifer,Spiny-nosed Deepwater Cardinalfish,2019,LC,NA,LC,0,2020-3
47143570,Elacatinus rubrigenis,Redcheek Goby,2015,DD,NA,DD,NA,2020-3
47143593,Antilligobius nikkiae,Sabre Goby,2015,LC,NA,LC,0,2020-3
47143643,Elacatinus panamensis,Panamanian Greenbanded Goby,2015,DD,NA,DD,NA,2020-3
47143653,Hyporhamphus collettei,Collette's Halfbeak,2015,LC,NA,LC,0,2020-3
47143866,Haptoclinus apectolophus,Uncombed Blenny,2014,DD,NA,DD,NA,2020-3
47143869,Gobioclinus filamentosus,Quillfin Blenny,2014,LC,NA,LC,0,2020-3
47144358,Malacoctenus boehlkei,Diamond Blenny,2014,LC,NA,LC,0,2020-3
47144430,Malacoctenus delalandii,Delalande Blenny,2014,LC,NA,LC,0,2020-3
47144448,Malacoctenus erdmani,Imitator Blenny,2014,LC,NA,LC,0,2020-3
47144466,Malacoctenus versicolor,Barfin Blenny,2014,LC,NA,LC,0,2020-3
47144528,Paraclinus barbatus,Goatee Blenny,2014,LC,NA,LC,0,2020-3
47144544,Paraclinus grandicomis,Horned Blenny,2014,LC,NA,LC,0,2020-3
47144580,Paraclinus infrons,Bald Blenny,2014,LC,NA,LC,0,2020-3
47144628,Paraclinus naeorhegmis,Surf Blenny,2014,LC,NA,LC,0,2020-3
47144698,Starksia culebrae,Culebra Blenny,2014,LC,NA,LC,0,2020-3
47144741,Starksia elongata,Elongate Blenny,2014,LC,NA,LC,0,2020-3
47144879,Starksia fasciata,Blackbar Blenny,2014,LC,NA,LC,0,2020-3
47144896,Starksia hassi,Ringed Blenny,2014,LC,NA,LC,0,2020-3
47144901,Starksia melasma,Black Spot Blenny,2014,LC,NA,LC,0,2020-3
47144911,Starksia nanodes,Dwarf Blenny,2014,LC,NA,LC,0,2020-3
47144922,Starksia occidentalis,Occidental Blenny,2014,LC,NA,LC,0,2020-3
47144957,Starksia rava,Tawny Blenny,2015,LC,NA,LC,0,2020-3
47144987,Starksia sella,Darksaddle Blenny,2014,DD,NA,DD,NA,2020-3
47144995,Starksia smithvanizi,Brokenbar Blenny,2014,LC,NA,LC,0,2020-3
47144999,Starksia variabilis,Variable Blenny,2014,DD,NA,DD,NA,2020-3
47145002,Starksia y-lineata,Forked Bar Blenny,2014,DD,NA,DD,NA,2020-3
47145180,Psenes maculatus,Silver Driftfish,2019,LC,NA,LC,0,2020-3
47145226,Ogcocephalus vespertilio,Seadevil,2019,LC,NA,LC,0,2020-3
47145520,Neobythites multiocellatus,Ocellated Brotula,2015,LC,NA,LC,0,2020-3
47145548,Opistognathus megalepis,Largescale Jawfish,2015,LC,NA,LC,0,2020-3
47145580,Opistognathus melachasme,Megamouth Jawfish,2015,LC,NA,LC,0,2020-3
47145611,Opistognathus leprocarus,Scalecheek Jawfish,2015,LC,NA,LC,0,2020-3
47145645,Urophycis cirrata,Gulf Hake,2019,LC,NA,LC,0,2020-3
47145752,Urophycis earllii,Carolina Hake,2015,LC,NA,LC,0,2020-3
47145793,Urophycis floridana,Southern Codling,2015,LC,NA,LC,0,2020-3
47145877,Urophycis regia,Spotted Codling,2015,LC,NA,LC,0,2020-3
47146393,Ctenosciaena gracilicirrhus,Barbel Drum,2020,LC,NA,LC,0,2020-3
47147457,Cynoscion jamaicensis,Jamaican Weakfish,2020,LC,NA,LC,0,2020-3
47147468,Cynoscion leiarchus,Smooth Weakfish,2020,LC,NA,LC,0,2020-3
47147556,Cynoscion microlepidotus,Smallscale Weakfish,2020,LC,NA,LC,0,2020-3
47147574,Cynoscion nothus,Silver Seatrout,2020,LC,NA,LC,0,2020-3
47147582,Cynoscion similis,Tonkin Weakfish,2020,LC,NA,LC,0,2020-3
47147616,Cynoscion steindachneri,Smalltooth Weakfish,2020,LC,NA,LC,0,2020-3
47147660,Cynoscion virescens,Green Weakfish,2020,LC,NA,LC,0,2020-3
47147702,Isopisthus parvipinnis,Bigtooth Corvina,2020,LC,NA,LC,0,2020-3
47147749,Larimus fasciatus,Banded Drum,2020,LC,NA,LC,0,2020-3
47147840,Lonchurus elegans,Blackfin Croaker,2020,DD,NA,DD,NA,2020-3
47147979,Lonchurus lanceolatus,Longtail Croaker,2020,LC,NA,LC,0,2020-3
47148013,Nebris microps,Smalleye Croaker,2020,LC,NA,LC,0,2020-3
47148202,Ophioscion punctatissimus,Spotted Croaker,2020,LC,NA,LC,0,2020-3
47148229,Pareques acuminatus,High-hat,2020,LC,NA,LC,0,2020-3
47148543,Pareques umbrosus,Cubbyu,2020,LC,NA,LC,0,2020-3
47148847,Protosciaena trewavasae,New Grenada Drum,2020,LC,NA,LC,0,2020-3
47148940,Stellifer chaoi,Chao Stardrum,2020,LC,NA,LC,0,2020-3
47148944,Stellifer griseus,Gray Stardrum,2020,LC,NA,LC,0,2020-3
47148973,Stellifer magoi,Burrito,2020,DD,NA,DD,NA,2020-3
47149007,Stellifer microps,Smalleye Stardrum,2020,LC,NA,LC,0,2020-3
47149037,Stellifer naso,Naso Stardrum,2020,LC,NA,LC,0,2020-3
47149087,Stellifer rastrifer,Rake Stardrum,2020,LC,NA,LC,0,2020-3
47149357,Stellifer stellifer,Little Croaker,2020,DD,NA,DD,NA,2020-3
47149427,Stellifer venezuelae,Venezuelan Stardrum,2020,LC,NA,LC,0,2020-3
47149594,Umbrina milliae,Miller Drum,2020,LC,NA,LC,0,2020-3
47149690,Hypoplectrus castroaguirrei,Veracruz White Hamlet,2015,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",EN,0.6,2020-3
47149703,Hypoplectrus maculiferus,Bicolored Hamlet,2015,DD,NA,DD,NA,2020-3
47149713,Jeboehlkia gladifer,Bladefin Bass,2019,LC,NA,LC,0,2020-3
47149747,Serranus maytagi,Pallid Bass,2015,LC,NA,LC,0,2020-3
47149866,Hypoplectrus ecosur,Contoy Hamlet,2015,DD,NA,DD,NA,2020-3
47149869,Hypoplectrus floridae,Florida Barred Hamlet,2015,LC,NA,LC,0,2020-3
47149895,Symphysanodon octoactinus,Fat Slope Bass,2015,LC,NA,LC,0,2020-3
47150056,Bryx dunckeri,American Pugnose Pipefish,2015,LC,NA,LC,0,2020-3
47150210,Bryx randalli,Ocellated Pipefish,2015,LC,NA,LC,0,2020-3
47150446,Cosmocampus hildebrandi,American Dwarf Pipefish,2015,LC,NA,LC,0,2020-3
47150568,Minyichthys inusitatus,West Atlantic Pipefish,2015,DD,NA,DD,NA,2020-3
47150895,Penetopteryx nanus,Worm Pipefish,2015,LC,NA,LC,0,2020-3
47153711,Syngnathus caribbaeus,Caribbean Pipefish,2015,LC,NA,LC,0,2020-3
47153728,Syngnathus dawsoni,Chain Pearlfish,2015,DD,NA,DD,NA,2020-3
47153773,Syngnathus fuscus,Northern Pipefish,2015,LC,NA,LC,0,2020-3
47153782,Syngnathus makaxi,Makax's Pipefish,2015,DD,NA,DD,NA,2020-3
47153791,Syngnathus springeri,Bull Pipefish,2015,LC,NA,LC,0,2020-3
47153800,Astroscopus guttatus,Northern Stargazer,2015,LC,NA,LC,0,2020-3
47164914,Astronesthes similus,Filamentous Dragonfish,2019,LC,NA,LC,0,2020-3
47164926,Coccorella atlantica,NA,2015,LC,NA,LC,0,2020-3
47165067,Diaphus luetkeni,Luetken's Lanternfish,2015,LC,NA,LC,0,2020-3
47165099,Eustomias arborifer,NA,2015,LC,NA,LC,0,2020-3
47165104,Eustomias bibulbosus,NA,2015,LC,NA,LC,0,2020-3
47165158,Eustomias bigelowi,NA,2015,LC,NA,LC,0,2020-3
47165292,Eustomias binghami,NA,2019,LC,NA,LC,0,2020-3
47165302,Eustomias brevibarbatus,NA,2019,LC,NA,LC,0,2020-3
47165317,Eustomias longibarba,NA,2015,LC,NA,LC,0,2020-3
47165333,Eustomias macrophthalmus,NA,2019,LC,NA,LC,0,2020-3
47165363,Eustomias macrurus,Scaleless Dragonfish,2015,LC,NA,LC,0,2020-3
47165366,Eustomias micraster,NA,2019,LC,NA,LC,0,2020-3
47165387,Eustomias variabilis,NA,2019,LC,NA,LC,0,2020-3
47165398,Eustomias xenobolus,NA,2019,LC,NA,LC,0,2020-3
47165457,Melanostomias margaritifer,NA,2019,LC,NA,LC,0,2020-3
47165472,Photonectes parvimanus,NA,2015,LC,NA,LC,0,2020-3
47165490,Photostomias goodyeari,NA,2015,LC,NA,LC,0,2020-3
47165538,Sudis atrox,Fierce Pike Smelt,2015,LC,NA,LC,0,2020-3
47166619,Acanthopagrus morrisoni,Western Yellowfin Bream,2014,LC,NA,LC,0,2020-3
47166659,Acanthopagrus arabicus,Arabian Yellowfin Seabream,2014,LC,NA,LC,0,2020-3
47166662,Acanthopagrus sheim,Spotted Yellowfin Seabream,2014,LC,NA,LC,0,2020-3
47259883,Haptoclinus dropi,Four-fin Blenny,2014,DD,NA,DD,NA,2020-3
47260360,Rhabdosargus niger,NA,2014,DD,NA,DD,NA,2020-3
47269499,Eviota dorsopurpurea,Purple dwarfgoby,2019,LC,NA,LC,0,2020-3
47269831,Eviota dorsogilva,Creamback Dwarfgoby,2016,LC,NA,LC,0,2020-3
47269908,Trimma cheni,Face-stripe Pygmy Goby,2016,LC,NA,LC,0,2020-3
47270035,Trimma haimassum,Blood-spot Pygmy Goby,2016,LC,NA,LC,0,2020-3
47270244,Penopus japonicus,NA,2020,DD,NA,DD,NA,2020-3
47385652,Acanthopagrus pacificus,Pikey Bream,2014,LC,NA,LC,0,2020-3
47387347,Hoplostethus robustispinus,Thickspine Roughy,2020,LC,NA,LC,0,2020-3
47388190,Alionematichthys crassiceps,Bighead Viviparous Brotula,2020,LC,NA,LC,0,2020-3
47389014,Didymothallus nudigena,NA,2020,LC,NA,LC,0,2020-3
47389495,Majungaichthys agalegae,NA,2020,DD,NA,DD,NA,2020-3
47389858,Mascarenichthys remotus,NA,2020,DD,NA,DD,NA,2020-3
47390205,Microbrotula andersoni,Anderson's Viviparous Brotula,2020,DD,NA,DD,NA,2020-3
47390220,Microbrotula hamata,NA,2020,DD,NA,DD,NA,2020-3
47392828,Nielsenichthys pullus,Nusa Penida Viviparous Brotula,2020,DD,NA,DD,NA,2020-3
47392945,Timorichthys disjunctus,NA,2020,DD,NA,DD,NA,2020-3
47393536,Neobythites machidai,NA,2020,DD,NA,DD,NA,2020-3
47400952,Adelotremus leptus,NA,2014,DD,NA,DD,NA,2020-3
47401609,Alloblennius frondiculus,NA,2014,DD,NA,DD,NA,2020-3
47401641,Branchiostegus saitoi,NA,2019,DD,NA,DD,NA,2020-3
47402970,Eviota atriventris,Blackbelly Dwarfgoby,2016,LC,NA,LC,0,2020-3
47402974,Eviota fallax,Twin Dwarfgoby,2016,LC,NA,LC,0,2020-3
47402978,Eviota jewettae,Jewett's Dwarfgoby,2016,LC,NA,LC,0,2020-3
47403021,Eviota notata,Barhead Dwarfgoby,2020,LC,NA,LC,0,2020-3
47403067,Eviota pinocchioi,Pinocchio Dwarfgoby,2016,LC,NA,LC,0,2020-3
47403216,Eviota springeri,Springer’s Dwarfgoby,2020,LC,NA,LC,0,2020-3
47403227,Eviota nigramembrana,Blackbar Dwarfgoby,2019,LC,NA,LC,0,2020-3
47406916,Lutjanus indicus,Striped Snapper,2019,LC,NA,LC,0,2020-3
47406921,Lutjanus papuensis,NA,2016,DD,NA,DD,NA,2020-3
47407523,Pseudochromis eichleri,Eichler's Dottyback,2019,DD,NA,DD,NA,2020-3
47407568,Pseudochromis chrysospilus,Gold-spotted Dottyback,2020,LC,NA,LC,0,2020-3
47407633,Pseudochromis socotraensis,Socotra Dottyback,2018,LC,NA,LC,0,2020-3
47407703,Gnatholepis caudimaculata,NA,2019,LC,NA,LC,0,2020-3
47407717,Upeneus vanuatu,Vanuatu Goatfish,2016,DD,NA,DD,NA,2020-3
47407760,Canthigaster criobe,NA,2014,DD,NA,DD,NA,2020-3
47407786,Maculabatis randalli,Arabian Banded Whipray,2017,LC,NA,LC,0,2020-3
47665073,Microbrotula geraldalleni,NA,2020,DD,NA,DD,NA,2020-3
47685177,Aulopareia unicolor,NA,2019,LC,NA,LC,0,2020-3
47686544,Gobiodon micropus,Small-eyed Goby,2019,DD,NA,DD,NA,2020-3
47686971,Parachaeturichthys polynema,Lancet-tail Goby,2019,LC,NA,LC,0,2020-3
47687060,Vanderhorstia mertensi,Mertens' Prawn-goby,2019,LC,NA,LC,0,2020-3
47728602,Hippocampus colemani,Coleman's Pygmy Seahorse,2017,DD,NA,DD,NA,2020-3
47728610,Hippocampus debelius,Softcoral Seahorse,2017,DD,NA,DD,NA,2020-3
47728648,Hippocampus pusillus,Dwarf Thorny Seahorse,2017,DD,NA,DD,NA,2020-3
47728650,Hippocampus tyro,NA,2017,DD,NA,DD,NA,2020-3
47735321,Hippocampus jugumus,Collared Seahorse,2017,DD,NA,DD,NA,2020-3
48319933,Alloblennius anuchalis,NA,2014,LC,NA,LC,0,2020-3
48320326,Alloblennius jugularis,Jugular Blenny,2014,LC,NA,LC,0,2020-3
48320397,Alloblennius parvus,Dwarf Blenny,2014,LC,NA,LC,0,2020-3
48320496,Alloblennius pictus,NA,2014,LC,NA,LC,0,2020-3
48321090,Alticus arnoldorum,Leaping Rockskipper,2014,LC,NA,LC,0,2020-3
48321143,Alticus magnusi,NA,2014,LC,NA,LC,0,2020-3
48321151,Alticus monochrus,NA,2014,LC,NA,LC,0,2020-3
48321164,Alticus montanoi,NA,2014,LC,NA,LC,0,2020-3
48321178,Alticus orientalis,NA,2014,LC,NA,LC,0,2020-3
48321187,Alticus saliens,Leaping Blenny,2014,DD,NA,DD,NA,2020-3
48321442,Alticus sertatus,NA,2014,LC,NA,LC,0,2020-3
48321557,Alticus simplicirrus,Marquesan Rockskipper,2014,LC,NA,LC,0,2020-3
48342089,Cirripectes obscurus,Gargantuan Blenny,2014,LC,NA,LC,0,2020-3
48342092,Andamia amphibius,NA,2014,LC,NA,LC,0,2020-3
48342093,Meiacanthus atrodorsalis,Eye-lash Harptail-Blenny,2014,LC,NA,LC,0,2020-3
48342097,Plagiotremus ewaensis,Blue-stripe Blenny,2014,LC,NA,LC,0,2020-3
48342099,Meiacanthus tongaensis,NA,2014,LC,NA,LC,0,2020-3
48342100,Entomacrodus lighti,NA,2014,LC,NA,LC,0,2020-3
48342101,Ecsenius ops,Yellow-eye Combtooth-Blenny,2014,LC,NA,LC,0,2020-3
48342103,Cirripectes randalli,NA,2014,LC,NA,LC,0,2020-3
48342104,Meiacanthus abruptus,NA,2017,VU,B2ab(iii),VU,0.4,2020-3
48342105,Cirripectes auritus,Blackflap Blenny,2014,LC,NA,LC,0,2020-3
48342108,Omobranchus aurosplendidus,NA,2014,VU,D2,VU,0.4,2020-3
48342109,Parablennius cornutus,Horned Blenny,2014,LC,NA,LC,0,2020-3
48342111,Salarias fasciatus,Banded Jewelled-Blenny,2014,LC,NA,LC,0,2020-3
48342115,Blenniella chrysospilos,Orange-spotted Blenny,2014,LC,NA,LC,0,2020-3
48342117,Cirripectes fuscoguttatus,Dusky Spotted Blenny,2014,LC,NA,LC,0,2020-3
48342119,Omobranchus fasciolatoceps,NA,2014,LC,NA,LC,0,2020-3
48342120,Oman ypsilon,Oman Blenny,2014,VU,D2,VU,0.4,2020-3
48342122,Praealticus triangulus,NA,2014,LC,NA,LC,0,2020-3
48342123,Ecsenius polystictus,Andaman Combtooth-Blenny,2014,LC,NA,LC,0,2020-3
48342125,Blenniella leopardus,NA,2014,LC,NA,LC,0,2020-3
48342126,Blenniella paula,Blue-dashed Rockskipper,2014,LC,NA,LC,0,2020-3
48342128,Salarias nigrocinctus,NA,2014,LC,NA,LC,0,2020-3
48342129,Entomacrodus randalli,NA,2014,LC,NA,LC,0,2020-3
48342130,Salarias guttatus,Blue-spot Blenny,2014,LC,NA,LC,0,2020-3
48342133,Istiblennius flaviumbrinus,NA,2014,LC,NA,LC,0,2020-3
48342134,Istiblennius bellus,Imspringer,2014,LC,NA,LC,0,2020-3
48342137,Exallias brevis,Leopard Blenny,2014,LC,NA,LC,0,2020-3
48342141,Omobranchus steinitzi,NA,2014,DD,NA,DD,NA,2020-3
48342142,Omobranchus loxozonus,NA,2014,LC,NA,LC,0,2020-3
48342143,Rhabdoblennius papuensis,NA,2014,DD,NA,DD,NA,2020-3
48342144,Entomacrodus strasburgi,NA,2014,LC,NA,LC,0,2020-3
48342145,Ecsenius pictus,Pictus Blenny,2014,LC,NA,LC,0,2020-3
48342148,Enchelyurus brunneolus,NA,2014,LC,NA,LC,0,2020-3
48342149,Ecsenius dentex,NA,2014,LC,NA,LC,0,2020-3
48342150,Ecsenius caeruliventris,Bluebelly Blenny,2014,LC,NA,LC,0,2020-3
48342152,Omobranchus hikkaduwensis,NA,2014,VU,D2,VU,0.4,2020-3
48342153,Plagiotremus flavus,NA,2014,LC,NA,LC,0,2020-3
48342154,Meiacanthus grammistes,Striped Poison-fang Blenny,2014,LC,NA,LC,0,2020-3
48342158,Meiacanthus limbatus,NA,2014,DD,NA,DD,NA,2020-3
48342160,Enchelyurus ater,Black Blenny,2014,LC,NA,LC,0,2020-3
48342162,Ecsenius sellifer,Saddle Blenny,2014,LC,NA,LC,0,2020-3
48342164,Meiacanthus mossambicus,Mozambique Fangblenny,2014,LC,NA,LC,0,2020-3
48342166,Aspidontus tractus,Mimic Blenny,2014,LC,NA,LC,0,2020-3
48342168,Omobranchus obliquus,Mangrove Blenny,2014,LC,NA,LC,0,2020-3
48342170,Ecsenius oculatus,NA,2014,LC,NA,LC,0,2020-3
48342171,Omobranchus germaini,Germain's Blenny,2014,LC,NA,LC,0,2020-3
48342173,Ecsenius monoculus,NA,2014,LC,NA,LC,0,2020-3
48342174,Mimoblennius atrocinctus,Banded Blenny,2014,LC,NA,LC,0,2020-3
48342176,Entomacrodus rofeni,NA,2014,LC,NA,LC,0,2020-3
48342177,Entomacrodus marmoratus,NA,2014,LC,NA,LC,0,2020-3
48342178,Dactyloscopus insulatus,NA,2014,VU,D2,VU,0.4,2020-3
48342179,Ecsenius shirleyae,NA,2014,LC,NA,LC,0,2020-3
48342180,Omox lupus,NA,2017,LC,NA,LC,0,2020-3
48342181,Omobranchus lineolatus,NA,2014,LC,NA,LC,0,2020-3
48342182,Cirripectes gilberti,NA,2014,LC,NA,LC,0,2020-3
48342183,Ecsenius bimaculatus,Twin-spot Combtooth-Blenny,2014,LC,NA,LC,0,2020-3
48342185,Meiacanthus geminatus,NA,2014,LC,NA,LC,0,2020-3
48342186,Praealticus oortii,NA,2014,LC,NA,LC,0,2020-3
48342187,Petroscirtes variabilis,Variable Sabretooth Blenny,2014,LC,NA,LC,0,2020-3
48342191,Petroscirtes fallax,Deceiver Fangblenny,2014,LC,NA,LC,0,2020-3
48342193,Chalaroderma ocellata,Two-eyed Blenny,2014,LC,NA,LC,0,2020-3
48342195,Ecsenius fijiensis,NA,2014,LC,NA,LC,0,2020-3
48342196,Andamia cyclocheilus,NA,2014,DD,NA,DD,NA,2020-3
48342197,Ecsenius paroculus,NA,2014,LC,NA,LC,0,2020-3
48342198,Ecsenius collettei,Collete's Blenny,2014,LC,NA,LC,0,2020-3
48342200,Petroscirtes marginatus,NA,2014,LC,NA,LC,0,2020-3
48342201,Entomacrodus niuafoouensis,Tattoo-chin Rockskipper,2014,LC,NA,LC,0,2020-3
48342204,Ecsenius schroederi,Schroeder's Combtooth-Blenny,2014,LC,NA,LC,0,2020-3
48342206,Ecsenius prooculis,NA,2014,LC,NA,LC,0,2020-3
48342207,Meiacanthus reticulatus,NA,2014,DD,NA,DD,NA,2020-3
48342208,Mimoblennius cas,NA,2014,LC,NA,LC,0,2020-3
48342209,Andamia heteroptera,NA,2014,DD,NA,DD,NA,2020-3
48342210,Cirripectes stigmaticus,Red-streaked Blenny,2014,LC,NA,LC,0,2020-3
48342213,Entomacrodus striatus,Blackspotted Rockskipper,2014,LC,NA,LC,0,2020-3
48342217,Praealticus bilineatus,NA,2014,LC,NA,LC,0,2020-3
48342218,Parenchelyurus hyena,NA,2014,LC,NA,LC,0,2020-3
48342219,Blenniella bilitonensis,Lined Rockskipper,2014,LC,NA,LC,0,2020-3
