English_name,ISSCAAP_Group,Taxonomic_Code,Scientific_Name,Family,Order or higher taxa,,,,,
NA,76,6.05402E+11,Tremaster mirabilis,ASTERINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Cushion stars NEI,76,6054021XXXXX,Asterinidae,ASTERINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05403E+11,Astropecten aranciacus,ASTROPECTINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05403E+11,Astropecten irregularis,ASTROPECTINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6054031010XX,Astropecten spp,ASTROPECTINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05403E+11,Bathybiaster loripes,ASTROPECTINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Magnificent sea-star,76,6.05403E+11,Dipsacaster magnificus,ASTROPECTINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05403E+11,Leptychaster kerguelenensis,ASTROPECTINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Abyssal star,76,6.05403E+11,Plutonaster knoxi,ASTROPECTINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Geometric star,76,6.05403E+11,Psilaster acuminatus,ASTROPECTINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05403E+11,Psilaster andromeda,ASTROPECTINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Five-spined star,76,6.05404E+11,Benthopecten pikei,BENTHOPECTINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05404E+11,Cheiraster (Luidiaster) hirsutus,BENTHOPECTINIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Armless stars,76,6054051XXXXX,Brisingidae,BRISINGIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05406E+11,Henricia obesa,ECHINASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Polar slender sea star,76,6.05406E+11,Henricia sanguinolenta,ECHINASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05406E+11,Rhopiella hirsuta,ECHINASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Pentagon star,76,6.05407E+11,Ceramaster patagonicus,GONIASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05407E+11,Hippasteria falklandica,GONIASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Trojan star,76,6.05407E+11,Hippasteria phrygiana,GONIASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Rock star,76,6.05407E+11,Lithosoma novaezelandiae,GONIASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Sladen's star,76,6.05407E+11,Mediaster sladeni,GONIASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05408E+11,Labidiaster annulatus,HELIASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05409E+11,Luidia ciliaris,LUIDIIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05409E+11,Luidia sarsii,LUIDIIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.0541E+11,Acodontaster elongatus,ODONTASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Pentagonal tooth-star,76,6.0541E+11,Odontaster benhami,ODONTASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.0541E+11,Odontaster meridionalis,ODONTASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05411E+11,Glabraster antarctica,PORANIIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Red cushion star,76,6.05411E+11,Porania (Porania) pulvillus,PORANIIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Northern scarlet star,76,6.05412E+11,Pseudarchaster parelii,PSEUDARCHASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05413E+11,Pteraster rugatus,PTERASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05414E+11,Crossaster papposus,SOLASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Sun-star,76,6.05414E+11,Crossaster penicillatus,SOLASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Smooth sun star,76,6.05414E+11,Solaster endeca,SOLASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05414E+11,Solaster regularis,SOLASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Chubby sun-star,76,6.05414E+11,Solaster torulatus,SOLASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Cat's-foot star,76,6.05415E+11,Cosmasterias dyscrita,STICHASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Rosy starfish,76,6.05415E+11,Stichastrella rosea,STICHASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Rat-tail stars NEI,76,6054161010XX,Zoroaster spp,ZOROASTERIDAE,ECHINODERMATA (ASTEROIDEA),,,,,
Starfishes NEI,76,6054XXXXXXXX,Asteroidea,NA,ECHINODERMATA (ASTEROIDEA),,,,,
NA,76,6.05501E+11,Acrocnida brachiata,AMPHIURIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
Brittlestar,76,6.05501E+11,Amphiura filiformis,AMPHIURIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.05502E+11,Asteronyx loveni,ASTERONYCHIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.05503E+11,Ophiomisidium speciosum,ASTROPHIURIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.05504E+11,Astrospartus mediterraneus,GORGONOCEPHALIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
Waite’s snake-star,76,6.05504E+11,Astrothorax waitei,GORGONOCEPHALIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.05504E+11,Astrotoma agassizii,GORGONOCEPHALIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.05504E+11,Gorgonocephalus chilensis,GORGONOCEPHALIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
Gorgons head basket-stars NEI,76,6055041022XX,Gorgonocephalus spp,GORGONOCEPHALIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.05505E+11,Ophiacantha imago,OPHIACANTHIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.05505E+11,Ophiosabine pentactis,OPHIACANTHIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.05505E+11,Ophiosabine vivipara,OPHIACANTHIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
Deepsea brittle star,76,6.05506E+11,Bathypectinura heros,OPHIODERMATIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.05506E+11,Ophioderma brevispinum,OPHIODERMATIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.05506E+11,Ophioderma longicaudum,OPHIODERMATIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
Ubiquitous brittle star,76,6.05507E+11,Ophiopholis aculeata,OPHIOPHOLIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.05508E+11,Ophioplinthus carinata,OPHIOPYRGIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.05508E+11,Ophiuroglypha ambigua,OPHIOPYRGIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
Common brittlestar,76,6.05509E+11,Ophiothrix fragilis,OPHIOTRICHIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.0551E+11,Ophiocten amitinum,OPHIURIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6.0551E+11,Ophionotus hexactis,OPHIURIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
Serpent's table brittlestar,76,6.0551E+11,Ophiura albida,OPHIURIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
Serpent brittlestar,76,6.0551E+11,Ophiura ophiura,OPHIURIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
Notched brittlestar,76,6.0551E+11,Ophiura sarsii,OPHIURIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6055101018XX,Ophiura spp,OPHIURIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
NA,76,6055101XXXXX,Ophiuridae,OPHIURIDAE,ECHINODERMATA (OPHIUROIDEA),,,,,
"Basket, brittle, snake stars",76,6055XXXXXXXX,Ophiuroidea,NA,ECHINODERMATA (OPHIUROIDEA),,,,,
Brittle and snake stars,76,6055XXXXXXXX001,Ophiurida,NA,ECHINODERMATA (OPHIUROIDEA),,,,,
Basket stars,76,6055XXXXXXXX002,Euryalida,NA,ECHINODERMATA (OPHIUROIDEA),,,,,
Black sea urchin,76,6.05701E+11,Arbacia lixula,ARBACIIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Heart urchin,76,6.05702E+11,Brissopsis lyrifera,BRISSIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.05703E+11,Cidaris cidaris,CIDARIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Parasol urchin,76,6.05703E+11,Goniocidaris parasol,CIDARIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Umbrella urchin,76,6.05703E+11,Goniocidaris umbraculum,CIDARIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Pencil urchins,76,6057031XXXXX,Cidaridae,CIDARIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Circular sea bisquit,76,6.05704E+11,Clypeaster rotundus,CLYPEASTERIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.05705E+11,Ctenocidaris (Eurocidaris) nutrix,CTENOCIDARIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Blue-spotted sea urchin,76,6.05706E+11,Astropyga radiata,DIADEMATIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Hatpin urchin,76,6.05706E+11,Centrostephanus longispinus,DIADEMATIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Porcupine sea urchin,76,6.05706E+11,Diadema setosum,DIADEMATIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Harpooner sea urchin,76,6.05706E+11,Echinothrix calamaris,DIADEMATIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Crowned sea urchin,76,6.05706E+11,Echinothrix diadema,DIADEMATIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Deepsea urchin,76,6.05707E+11,Dermechinus horridus,ECHINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
European edible sea urchin,76,6.05707E+11,Echinus esculentus,ECHINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.05707E+11,Echinus melo,ECHINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6057071018XX,Echinus spp,ECHINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.05707E+11,Gracilechinus acutus,ECHINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Elegant sea urchin,76,6.05707E+11,Gracilechinus elegans,ECHINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Deepsea kina,76,6.05707E+11,Gracilechinus multidentatus,ECHINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6057071XXXXX,Echinidae,ECHINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Hedgehog sea urchin,76,6.05708E+11,Echinometra mathaei,ECHINOMETRIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Purple Pacific sea urchin,76,6.05708E+11,Echinometra vanbrunti,ECHINOMETRIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Purple sea urchin,76,6.05708E+11,Heliocidaris crassispina,ECHINOMETRIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6057081XXXXX,Echinometridae,ECHINOMETRIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Microsoft mouse,76,6.05709E+11,Paramaretia peloria,EURYPATAGIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.0571E+11,Glyptocidaris crenularis,GLYPTOCIDARIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Sea potato,76,6.05711E+11,Echinocardium cordatum,LOVENIIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.05711E+11,Echinocardium flavescens,LOVENIIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Giant keyhole sand dollar,76,6.05712E+11,Encope grandis,MELLITIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Slitted sand dollar,76,6.05712E+11,Lanthonia longifissa,MELLITIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Chilean sea urchin,76,6.05713E+11,Loxechinus albus,PARECHINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Stony sea urchin,76,6.05713E+11,Paracentrotus lividus,PARECHINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Green sea urchin,76,6.05713E+11,Psammechinus microtuberculatus,PARECHINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.05713E+11,Psammechinus miliaris,PARECHINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Banded-spine urchin,76,6.05714E+11,Caenopedina novaezealandiae,PEDINIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.05715E+11,Abatus cordatus,SCHIZASTERIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.05715E+11,Brisaster antarcticus,SCHIZASTERIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Matheson’s heart urchin,76,6.05716E+11,Spatangus mathesoni,SPATANGIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Purple-heart urchin,76,6.05716E+11,Spatangus multispinus,SPATANGIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Violet heart-urchin,76,6.05716E+11,Spatangus purpureus,SPATANGIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Heart urchins NEI,76,6057161XXXXX,Spatangidae,SPATANGIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.05717E+11,Hemicentrotus pulcherrimus,STRONGYLOCENTROTIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Red sea urchin,76,6.05717E+11,Mesocentrotus franciscanus,STRONGYLOCENTROTIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.05717E+11,Mesocentrotus nudus,STRONGYLOCENTROTIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.05717E+11,Strongylocentrotus droebachiensis,STRONGYLOCENTROTIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Japanese sea urchin,76,6.05717E+11,Strongylocentrotus intermedius,STRONGYLOCENTROTIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Sea urchins NEI,76,6057171018XX,Strongylocentrotus spp,STRONGYLOCENTROTIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Fleming’s urchin,76,6.05718E+11,Pseudechinus flemingi,TEMNOPLEURIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Violet sea urchin,76,6.05719E+11,Sphaerechinus granularis,TOXOPNEUSTIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Striped sea urchin,76,6.05719E+11,Tripneustes gratilla,TOXOPNEUSTIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
Sea egg,76,6.05719E+11,Tripneustes ventricosus,TOXOPNEUSTIDAE,ECHINODERMATA (ECHINOIDEA),,,,,
"Sea urchins, etc. NEI",76,6057XXXXXXXX,Echinoidea,NA,ECHINODERMATA (ECHINOIDEA),,,,,
Pencil urchins NEI,76,6057XXXXXXXX001,Cidaroida,NA,ECHINODERMATA (ECHINOIDEA),,,,,
NA,76,6.05901E+11,Actinopyga agassizii,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Spiky deep-water redfish,76,6.05901E+11,Actinopyga cf. flammea,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Deep-water redfish,76,6.05901E+11,Actinopyga echinites,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Actinopyga lecanora,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Surf brownfish,76,6.05901E+11,Actinopyga mauritiana,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Hairy blackfish,76,6.05901E+11,Actinopyga miliaris,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Panning's blackfish,76,6.05901E+11,Actinopyga palauensis,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
New Caledonia blackfish,76,6.05901E+11,Actinopyga spinea,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Surf redfish,76,6.05901E+11,Actinopyga varians,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Leopard fish,76,6.05901E+11,Bohadschia argus,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Bohadschia atra,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Bohadschia koellikeri,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Chalky cucumber,76,6.05901E+11,Bohadschia marmorata,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Ocellated lleopardfish,76,6.05901E+11,Bohadschia ocellata,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Bohadschia subrubra,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Brown sandfish,76,6.05901E+11,Bohadschia vitiensis,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria arenacava,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria arenicola,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria arguinensis,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Lollyfish,76,6.05901E+11,Holothuria atra,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria cinerascens,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Snakefish sea cucumber,76,6.05901E+11,Holothuria coluber,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Stichothuria) coronopertusa,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Holothuria) dakarensis,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Pinkfish,76,6.05901E+11,Holothuria edulis,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria flavomaculata,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Holoidema) floridana,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Cotton spinner,76,6.05901E+11,Holothuria (Penningothuria) forskali,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria fuscocinerea,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
White teatfish,76,6.05901E+11,Holothuria fuscogilva,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Elephant trunkfish,76,6.05901E+11,Holothuria fuscopunctata,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Holodeima) grisea,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria hilla,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Stemperothuria) imitans,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Bottleneck sea cucumber,76,6.05901E+11,Holothuria impatiens,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Cystipus) inabilis,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Sandy sea cucumber,76,6.05901E+11,Holothuria (Halodeima) inornata,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria kefersteini,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Vaneyothuria) lentiginosa lentiginosa,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria lessoni,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
White threads fish,76,6.05901E+11,Holothuria leucospilota,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Selenkothuria) lubrica,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Holothuria) mammata,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria mexicana,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Black teatfish,76,6.05901E+11,Holothuria nobilis,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria notabilis,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Theelothuria) paraprinceps,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria pardalis,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria pervicax,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Roweothuria) poli,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Selenkothuria) portovallartensis,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Red snakefish,76,6.05901E+11,Holothuria (Semperothuria) roseomaculata,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria (Platyperona) sanctori,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Sandfish,76,6.05901E+11,Holothuria scabra,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria spinifera,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Mediterranean tubular sea cucumber,76,6.05901E+11,Holothuria (Holothuria) tubulosa,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05901E+11,Holothuria whitmaei,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6059011034XX,Holothuria spp,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Blackspotted sea cucumber,76,6.05901E+11,Pearsonothuria graeffei,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6059011XXXXX,Holothuriidae,HOLOTHURIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Japanese sea cucumber,76,6.05902E+11,Apostichopus japonicus,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05902E+11,Apostichopus nigripunctatus,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Warty sea cucumber,76,6.05902E+11,Apostichopus parvimensis,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Furry sea cucumber,76,6.05902E+11,Astichopus multifidus,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Brown mottled sea cucumber,76,6.05902E+11,Australostichopus mollis,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Four-sided sea cucumber,76,6.05902E+11,Isostichopus badionotus,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Giant sea cucumber,76,6.05902E+11,Isostichopus fuscus,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Giant red sea cucumber,76,6.05902E+11,Parastichopus californicus,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Royal cucumber,76,6.05902E+11,Parastichopus regalis,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05902E+11,Parastichopus tremulus,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Greenfish,76,6.05902E+11,Stichopus chloronotus,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05902E+11,Stichopus herrmanni,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Selenka's sea cucumber,76,6.05902E+11,Stichopus horrens,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05902E+11,Stichopus monotuberculatus,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05902E+11,Stichopus naso,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Ocellated sea cucumber,76,6.05902E+11,Stichopus ocellatus,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05902E+11,Stichopus pseudohorrens,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05902E+11,Stichopus vastus,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6059021030XX,Stichopus spp,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Prickly redfish,76,6.05902E+11,Thelenota ananas,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Amber fish,76,6.05902E+11,Thelenota anax,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05902E+11,Thelenota rubralineata,STICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05903E+11,Athyonidium chilensis,CUCUMARIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05903E+11,Cucumaria frondosa,CUCUMARIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05903E+11,Cucumaria japonica,CUCUMARIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05903E+11,Cucumaria kerguelensis,CUCUMARIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05903E+11,Heterocucumis godeffroyi,CUCUMARIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
